,No zero values in 0-15 minute timepoints,half-life for 0-15 minutes,Fold change half-life hypoxia/con no atc,hyp_1_5_slope,hyp_1_5_r2,hyp_1_5_mse,log2 hypoxia half-life,log2 con no atc half-life,con no atc half-life
MSMEG_2455,pass,22.09,17.09,-0.0452681681681681,0.36013542015439,0.0969934248288287,4.47,0.370620063825312,1.29290839744004
MSMEG_4902,pass,13.48,17.09,-0.0742075075075075,0.560414855413399,0.11507030872072,3.75,-0.343104563883275,0.788343034332341
MSMEG_3201,pass,31.87,17.09,-0.0313774774774774,0.24898646238784,0.0791119891531531,4.99,0.898686098913702,1.86436728035423
MSMEG_5995,pass,15.99,17.10,-0.0625333333333333,0.395903957502925,0.158954756,4.00,-0.0967566121613018,0.935132944733649
MSMEG_0900,pass,26.32,17.10,-0.0379888888888889,0.139315255769567,0.237515978666666,4.72,0.622228410125356,1.53925089789636
MSMEG_0842,pass,17.60,17.11,-0.0568105105105105,0.191424431873032,0.363174085945945,4.14,0.0409753149991105,1.02880910447067
MSMEG_5924,pass,15.19,17.12,-0.065840990990991,0.322561571425169,0.242540428837837,3.92,-0.172578949742868,0.887255212624381
MSMEG_3797,pass,34.22,17.12,-0.0292264264264264,0.0778523901086338,0.269534367351351,5.10,0.998846305383631,1.99840127897682
MSMEG_5256,pass,12.28,17.13,-0.0814307807807808,0.616144323061695,0.110051745426426,3.62,-0.480230648642804,0.716863007479274
MSMEG_4998,pass,13.98,17.16,-0.0715388888888889,0.559699014418301,0.107254054111111,3.81,-0.295762201062781,0.814641829142456
MSMEG_2373,pass,18.81,17.18,-0.0531564564564565,0.586943416997361,0.0529736108228228,4.23,0.131290660999975,1.0952731141744
MSMEG_2516,pass,24.47,17.18,-0.0408594594594594,0.15278680716845,0.246618873105105,4.61,0.510696848416256,1.42473820435495
MSMEG_0438,pass,12.78,17.19,-0.0782579579579579,0.549624784044723,0.133690152468468,3.68,-0.427856432742284,0.74336546324058
MSMEG_3024,pass,11.66,17.19,-0.0857306306306306,0.471746136970924,0.21925049696096,3.54,-0.559622331025377,0.678479753033371
MSMEG_2393,pass,19.03,17.20,-0.0525597597597597,0.362183108502942,0.129601130018018,4.25,0.145179811245181,1.105868475376
MSMEG_5837,pass,22.56,17.24,-0.0443313813813813,0.302296261284248,0.120835633498498,4.50,0.38749247168008,1.30811780535207
MSMEG_6146,pass,11.26,17.25,-0.0888102102102102,0.447882690274829,0.259016303711711,3.49,-0.61540060206173,0.652748615628979
MSMEG_3762,pass,17.01,17.26,-0.0587846846846847,0.430653744199377,0.12170568024024,4.09,-0.0208738239516658,0.985635535446514
MSMEG_3448,pass,22.79,17.26,-0.0438882882882883,0.138479378235059,0.319236160612612,4.51,0.400650464185828,1.32010296803151
MSMEG_1673,pass,11.89,17.28,-0.0840846846846846,0.397325207162839,0.285696506018018,3.57,-0.538637485170644,0.688420762770205
MSMEG_0975,pass,22.46,17.29,-0.0445261261261261,0.403573074868119,0.0780547077717716,4.49,0.377703253548021,1.29927178909725
MSMEG_4168,pass,19.78,17.31,-0.0505638138138138,0.270981049540563,0.183237249738738,4.31,0.192562640581106,1.14279184046626
MSMEG_4680,pass,16.62,17.31,-0.0601693693693693,0.387358083790128,0.15253841296096,4.05,-0.0589629367535904,0.95995392221174
MSMEG_5877,pass,12.99,17.32,-0.0769671171171171,0.729052800113843,0.0586503144834833,3.70,-0.414965362723362,0.750037501875098
MSMEG_3328,pass,25.43,17.33,-0.0393177177177177,0.442311555689549,0.0519247221261263,4.67,0.553357590468279,1.4674970370536
MSMEG_5751,pass,10.82,17.35,-0.092446996996997,0.647780028586607,0.123795899648648,3.44,-0.682033871265059,0.6232859636001
MSMEG_5328,pass,38.68,17.38,-0.0258542042042042,0.156264680849838,0.0961483796846846,5.27,1.15424903302602,2.22568439795238
MSMEG_5213,pass,13.97,17.38,-0.0715674174174174,0.493608309591682,0.139980976873873,3.80,-0.315141106875967,0.803772371664347
MSMEG_6457,pass,16.23,17.38,-0.0616291291291291,0.334298927028255,0.201488635795795,4.02,-0.0994972011701894,0.933358222885944
MSMEG_3035,pass,15.01,17.38,-0.066631981981982,0.647910604947046,0.0642743272402401,3.91,-0.212109785044569,0.863273863356082
MSMEG_1882,pass,28.00,17.39,-0.0357201201201201,0.26763847390858,0.0930115791711712,4.81,0.686947681654395,1.6098738932117
MSMEG_2691,pass,9.18,17.41,-0.108967117117117,0.608488626725018,0.203524670483483,3.20,-0.923453474294184,0.527245406374397
MSMEG_6525,pass,17.46,17.42,-0.0572732732732732,0.382856401164558,0.140860279459459,4.13,0.00351483605312399,1.00243926888763
MSMEG_2033,pass,31.90,17.42,-0.0313483483483483,0.105669450924919,0.221570615327327,5.00,0.872498780784161,1.8308311973636
MSMEG_5102,pass,9.53,17.42,-0.104878528528528,0.790564213500806,0.0776284888738737,3.25,-0.869792460376665,0.547225566378461
MSMEG_1288,pass,11.16,17.43,-0.0895845345345345,0.517865465806823,0.199045146783783,3.48,-0.643286693743973,0.640252686393565
MSMEG_0308,pass,25.14,17.45,-0.0397695195195195,0.158229141200848,0.224151848405405,4.65,0.527442911521875,1.44137218632138
MSMEG_1561,pass,20.59,17.45,-0.0485615615615615,0.308079354662345,0.141095512372372,4.36,0.239253076547316,1.18038138684695
MSMEG_6922,pass,14.72,17.45,-0.0679492492492492,0.605102052224561,0.0802712076516516,3.88,-0.245394246698055,0.843585237258353
MSMEG_3708,pass,14.60,17.45,-0.0684918918918919,0.480339868585259,0.135202060204204,3.87,-0.257464712537345,0.836556732489075
VBIMycSme59918_1826,pass,51.04,17.45,-0.0195942942942943,0.038505417228846,0.255398582066065,5.67,1.54793679169749,2.92398678636448
MSMEG_4147,pass,15.39,17.46,-0.0649749249249249,0.40470709310219,0.165430539072072,3.94,-0.181968195851437,0.881499590312576
MSMEG_0798,pass,20.89,17.46,-0.0478759759759759,0.240832830418635,0.192482490846846,4.38,0.258351195400964,1.19611093074518
MSMEG_4946,pass,12.60,17.48,-0.0793938438438438,0.462974524710773,0.194780587612612,3.65,-0.472643730064147,0.720642813389544
MSMEG_1387,pass,24.95,17.48,-0.0400755255255255,0.266404967645552,0.117816667864864,4.64,0.513543044231267,1.42755174875089
MSMEG_5675,pass,12.53,17.49,-0.0798051051051051,0.50594795447029,0.165677077705705,3.65,-0.480851044054341,0.716554804499968
MSMEG_0212,pass,14.45,17.49,-0.0691915915915916,0.47388328257123,0.141596192516516,3.85,-0.275046790617481,0.826423514503735
MSMEG_5068,pass,17.68,17.49,-0.0565663663663664,0.54213763309601,0.0719906638198197,4.14,0.015398498119624,1.0107305897613
MSMEG_2715,pass,22.17,17.50,-0.0451037537537537,0.312463301090841,0.119249471624624,4.47,0.341711249087974,1.26725885874288
MSMEG_2318,pass,13.98,17.51,-0.0715124624624624,0.602922465783589,0.0897246010180181,3.81,-0.324119326435103,0.798785845514817
MSMEG_4631,pass,24.72,17.51,-0.0404536036036036,0.35646041902108,0.0787068623873872,4.63,0.497378429687047,1.41164608016133
MSMEG_5582,pass,14.80,17.51,-0.0675542042042042,0.478712984143072,0.132385581018018,3.89,-0.242525565948501,0.845264306098384
MSMEG_5251,pass,28.15,17.51,-0.0355183183183183,0.110545784384135,0.270408552216216,4.82,0.684820240361339,1.60750167448091
MSMEG_2793,pass,23.04,17.52,-0.043398048048048,0.253280167975525,0.14792143572072,4.53,0.395681016861952,1.31556361877723
MSMEG_6216,pass,17.19,17.52,-0.0581711711711712,0.432564698199067,0.118253802126126,4.10,-0.0271540515037263,0.98135426889107
MSMEG_0179,pass,18.80,17.54,-0.0531824324324324,0.141518114460844,0.457077366711711,4.23,0.100360306348954,1.07204116638079
VBIMycSme59918_2792,pass,19.19,17.54,-0.0520969969969969,0.467491037259338,0.0823594113153153,4.26,0.129839162839483,1.09417171201401
MSMEG_1863,pass,14.20,17.55,-0.0704358858858859,0.478473592795407,0.144059038759759,3.83,-0.306155560857324,0.808794134162772
MSMEG_1497,pass,79.60,17.55,-0.0125632132132132,0.0618035056601695,0.0638287555045044,6.31,2.18084569661551,4.53419267080143
MSMEG_0812,pass,22.63,17.56,-0.0441963963963964,0.204773331753046,0.202080998942942,4.50,0.365933415242465,1.28871515099446
MSMEG_0757,pass,15.93,17.56,-0.0627806306306306,0.628770680974557,0.0619919866276276,3.99,-0.141018539775602,0.906878674747966
MSMEG_3808,pass,25.09,17.59,-0.039862012012012,0.468091135778977,0.0481015933783782,4.65,0.511950246208647,1.42597653929075
MSMEG_1042,pass,19.56,17.60,-0.0511375375375375,0.395912934861087,0.106295208684684,4.29,0.152243562658191,1.11129632716564
MSMEG_5453,pass,21.61,17.60,-0.0462678678678678,0.285387031454776,0.142800541117117,4.43,0.296397221192942,1.22807376629756
MSMEG_4192,pass,13.80,17.61,-0.072445945945946,0.497354511821884,0.141305192828828,3.79,-0.35155295121719,0.783740007314909
MSMEG_5272,pass,23.39,17.62,-0.0427602102102102,0.215559020540177,0.177258861378378,4.55,0.408607810401888,1.32740426096768
MSMEG_5268,pass,42.74,17.62,-0.0233945945945945,0.162166633223275,0.0753288642882883,5.42,1.27813782708222,2.42525732268915
MSMEG_4427,pass,22.52,17.63,-0.0443963963963964,0.28638855016693,0.130838579387387,4.49,0.3535564254724,1.27770645606819
MSMEG_2750,pass,12.11,17.64,-0.0825692192192191,0.620365726461679,0.111144555648648,3.60,-0.54267077900471,0.686498855835244
MSMEG_2306,pass,18.36,17.65,-0.0544639639639639,0.481414279532291,0.0851244462942941,4.20,0.0570914464195767,1.04036620890553
MSMEG_5048,pass,26.78,17.66,-0.0373364864864865,0.274914457632326,0.097947370135135,4.74,0.600883606555203,1.51664518085994
MSMEG_4045,pass,23.41,17.67,-0.0427169669669669,0.0990826208212456,0.442000252597597,4.55,0.406088542551367,1.32508833922262
MSMEG_6265,pass,11.67,17.67,-0.0857204204204204,0.426632910602161,0.263075989513513,3.54,-0.599159072641802,0.660138629112115
MSMEG_0580,pass,14.02,17.67,-0.0713361861861861,0.469419297719954,0.153230248405405,3.81,-0.334396652249682,0.793115755244478
MSMEG_3686,pass,23.98,17.69,-0.0416948948948949,0.297695612387021,0.109257921705705,4.58,0.439281319441447,1.3559287013948
MSMEG_1169,pass,13.97,17.70,-0.0715753753753754,0.724727792914987,0.0518380835795795,3.80,-0.340885047205849,0.789556795452155
MSMEG_5247,pass,22.79,17.70,-0.0438867867867867,0.347692740903007,0.0962627751711711,4.51,0.364159391160474,1.28713144370179
VBIMycSme59918_6695,pass,43.63,17.71,-0.0229201201201201,0.0598738735022228,0.219743868504504,5.45,1.3006641279423,2.46342257374872
MSMEG_2666,pass,12.20,17.71,-0.0819612612612612,0.719889680137403,0.0696329265105105,3.61,-0.537819060924909,0.688811406716895
MSMEG_0230,pass,8.60,17.73,-0.116262912912912,0.774853534814532,0.104631423624624,3.10,-1.04361281233714,0.485111130874899
MSMEG_5607,pass,19.08,17.74,-0.0524066066066066,0.494430828027529,0.0748137359039039,4.25,0.105462143217616,1.07583896227648
MSMEG_5315,pass,13.98,17.77,-0.0715512012012012,0.405530828308156,0.199927963228228,3.80,-0.346304516134695,0.7865963973885
MSMEG_4713,pass,50.61,17.79,-0.0197588588588588,0.0757042567838579,0.126983879531531,5.66,1.50801012129159,2.8441747745399
MSMEG_0502,pass,17.71,17.80,-0.0564672672672672,0.244817869328098,0.262021152612612,4.15,-0.00774567817550425,0.994645491769312
MSMEG_0102,pass,21.35,17.81,-0.0468414414414414,0.368707183748029,0.100079233537537,4.42,0.26116012030244,1.19844202536702
MSMEG_6932,pass,14.34,17.81,-0.0697111111111111,0.453809663182671,0.155814727111111,3.84,-0.312452199634136,0.805271846354136
MSMEG_5776,pass,12.97,17.83,-0.0770782282282282,0.604281036851329,0.103644333594594,3.70,-0.45849699917755,0.727744028167161
MSMEG_5730,pass,24.64,17.85,-0.0405872372372372,0.124972124748804,0.30727125566066,4.62,0.465084647653058,1.38039834352199
MSMEG_1852,pass,16.42,17.87,-0.0609025525525526,0.306365183546704,0.22371581475976,4.04,-0.121921637295102,0.918962797322758
MSMEG_3235,pass,72.74,17.88,-0.0137484984984984,0.0365520407464584,0.132727646495495,6.18,2.02435933324407,4.06811181495904
MSMEG_0402,pass,96.65,17.88,-0.0103462462462462,0.048555494750654,0.0558785232912912,6.59,2.43435640613316,5.40523149190825
MSMEG_0351,pass,24.50,17.88,-0.0408133633633633,0.269562648371971,0.120243677642642,4.61,0.454285748290598,1.37010432365779
MSMEG_4227,pass,31.83,17.89,-0.0314123123123122,0.29876279635933,0.0616981962282281,4.99,0.831529112794277,1.77957053031202
MSMEG_3661,pass,17.05,17.89,-0.0586483483483483,0.500060536625448,0.0916095246606606,4.09,-0.0693584632238222,0.953061710745771
MSMEG_2595,pass,19.51,17.90,-0.0512578078078078,0.449870178190116,0.0855918198648648,4.29,0.124399653229014,1.09005403553576
MSMEG_1190,pass,10.96,17.91,-0.0912780780780781,0.313685944444822,0.485618282486486,3.45,-0.709021694150568,0.611734821693868
MSMEG_2957,pass,12.39,17.91,-0.0807264264264264,0.680219029048446,0.0816149117957957,3.63,-0.53206755228903,0.691562932226833
MSMEG_0700,pass,19.30,17.92,-0.051809009009009,0.314248604919401,0.156040787171171,4.27,0.107388781546918,1.07727664464234
MSMEG_3139,pass,15.55,17.92,-0.0643174174174174,0.601603716090039,0.0729787103183182,3.96,-0.20522566957086,0.867402995431683
MSMEG_3800,pass,12.97,17.92,-0.0771196696696696,0.297901526811907,0.373413350759759,3.70,-0.467140334987788,0.723397072653183
MSMEG_6291,pass,15.82,17.93,-0.0632234234234234,0.520243145142767,0.0981985464504507,3.98,-0.180893482300267,0.882156494562139
MSMEG_5462,pass,13.60,17.93,-0.0735456456456457,0.352271412711965,0.264949933117117,3.77,-0.399134627133578,0.758313006331917
MSMEG_1209,pass,14.28,17.94,-0.0700339339339339,0.414956134395853,0.184220308612612,3.84,-0.329161876249135,0.79599877946854
MSMEG_6048,pass,22.82,17.94,-0.0438189189189189,0.116509633319398,0.387880119531531,4.51,0.347236219602346,1.27212128040824
MSMEG_4291,pass,12.24,17.94,-0.0817075075075075,0.477496555644216,0.194615335831831,3.61,-0.55206551108005,0.682042945970833
MSMEG_0612,pass,18.13,17.95,-0.0551509009009008,0.401296692917119,0.1208886476006,4.18,0.0147181764143539,1.01025407890084
MSMEG_4113,pass,55.86,17.95,-0.0179024024024024,0.070425858476913,0.112696060468468,5.80,1.63749938538217,3.11126091256246
MSMEG_2526,pass,24.25,17.95,-0.0412367867867868,0.178900418894507,0.207916199504504,4.60,0.43372062970025,1.3507125008442
MSMEG_6716,pass,11.15,17.96,-0.0896636636636636,0.352991245985326,0.392566650426426,3.48,-0.687045753531316,0.621124442282012
MSMEG_3019,pass,16.86,17.99,-0.0592995495495495,0.54680429315352,0.0776409571501502,4.08,-0.0933026095397531,0.937374458777846
MSMEG_6259,pass,18.88,17.99,-0.0529644144144144,0.256547494363355,0.216564876753753,4.24,0.069485041564914,1.0493420625268
MSMEG_2136,pass,22.24,17.99,-0.0449738738738739,0.318584332848383,0.115250419771771,4.47,0.305329900539913,1.23570117215083
MSMEG_5239,pass,25.45,18.01,-0.039286036036036,0.205038969630998,0.159411655072071,4.67,0.499231933092055,1.41346085891305
MSMEG_5028,pass,12.63,18.02,-0.0791825825825826,0.577109085978228,0.122395087651651,3.66,-0.512942005650426,0.700791894841172
MSMEG_4323,pass,53.63,18.02,-0.0186454954954955,0.0799271065744102,0.106613014459459,5.75,1.57339019007714,2.97603231120796
MSMEG_1516,pass,17.80,18.03,-0.0561797297297297,0.583434179585339,0.0600323406096095,4.15,-0.018230599834391,0.987443016309274
MSMEG_1100,pass,31.10,18.04,-0.0321591591591591,0.0536248212424556,0.486229242498498,4.96,0.785821894090846,1.72407423371058
MSMEG_4707,pass,11.85,18.06,-0.084404954954955,0.421596800564206,0.260377519612612,3.57,-0.608099545994381,0.656060357552895
MSMEG_3467,pass,14.36,18.08,-0.0696253753753753,0.339626779913933,0.251105858579579,3.84,-0.332354674735258,0.794239118924075
MSMEG_2908,pass,16.55,18.11,-0.06043993993994,0.254642767269523,0.284849455459459,4.05,-0.130491626394553,0.913520097442149
MSMEG_3786,pass,19.61,18.11,-0.0509843843843844,0.490023015424276,0.0720680345705705,4.29,0.114946323188457,1.08293475318112
MSMEG_0890,pass,13.81,18.11,-0.0724340840840841,0.638764446955343,0.0790441835405406,3.79,-0.391749392920875,0.762204804430953
MSMEG_6210,pass,13.42,18.13,-0.0745033033033032,0.631277233196389,0.0863704346426424,3.75,-0.433938682587512,0.740238109925363
MSMEG_1520,pass,19.76,18.14,-0.0506139639639639,0.543079230497523,0.0574186039609609,4.30,0.122910181924729,1.08892921960073
MSMEG_5081,pass,12.97,18.15,-0.0771238738738739,0.569077574863639,0.119988469882882,3.70,-0.48530905133925,0.714344028083927
MSMEG_2668,pass,14.19,18.16,-0.0704843843843844,0.537413356202823,0.113921232792792,3.83,-0.356339698596212,0.781143929488747
MSMEG_4346,pass,14.36,18.19,-0.0696138138138138,0.334689634807067,0.256629809849849,3.84,-0.340562269026414,0.789733464955577
MSMEG_3750,pass,21.17,18.19,-0.0472430930930931,0.330880959938707,0.120238203684684,4.40,0.218594320820155,1.16359928965034
MSMEG_3751,pass,16.37,18.20,-0.0610912912912913,0.528307107640419,0.0887698955795796,4.03,-0.153230922592452,0.899234366168236
MSMEG_3648,pass,58.85,18.20,-0.0169927927927928,0.0559053937253674,0.129904905105104,5.88,1.69272658711874,3.23267077637509
MSMEG_6539,pass,43.26,18.22,-0.0231147147147147,0.136163134595756,0.0902991140540542,5.44,1.24775706222415,2.37471941559287
MSMEG_1001,pass,23.78,18.24,-0.0420451951951952,0.160142878051422,0.24698168354054,4.57,0.38320319326293,1.30423441439875
MSMEG_2226,pass,7.78,18.25,-0.128456606606606,0.780225191388768,0.123824063792792,2.96,-1.22946487314009,0.42647560559536
MSMEG_2457,pass,16.12,18.26,-0.0620463963963963,0.629590334084622,0.0603380966096096,4.01,-0.180102383987208,0.882640355577976
MSMEG_2315,pass,32.88,18.28,-0.0304168168168168,0.207763327141292,0.0939826736216217,5.04,0.847016207327109,1.79877683175441
MSMEG_2179,pass,15.09,18.28,-0.0662711711711711,0.468610761033479,0.132673446126126,3.92,-0.276615768673603,0.825525240434226
MSMEG_4399,pass,17.46,18.28,-0.0572839339339339,0.192521394556027,0.366650191612612,4.13,-0.0666747627244608,0.954836245583882
MSMEG_1832,pass,11.47,18.29,-0.0871966966966967,0.617435285155585,0.125501163531531,3.52,-0.673043776687001,0.6271820709552
MSMEG_1366,pass,17.44,18.29,-0.0573337837837837,0.238821321644776,0.279105854483483,4.12,-0.0686249555051815,0.953546397978488
MSMEG_1358,pass,13.37,18.30,-0.0747719219219219,0.390017749762734,0.232940033486486,3.74,-0.452384576029462,0.730833881458744
MSMEG_2162,pass,23.17,18.31,-0.0431656156156156,0.207072262735907,0.190073590903903,4.53,0.339345147964774,1.26518218623482
MSMEG_3667,pass,17.45,18.32,-0.0573135135135135,0.650115012582986,0.0470959324684684,4.12,-0.0701079585653314,0.952566713690205
MSMEG_4943,pass,10.58,18.32,-0.0945328828828828,0.687072832860127,0.108427767816816,3.40,-0.792077933488282,0.577511694611818
MSMEG_3976,pass,11.78,18.32,-0.084914114114114,0.609742042855685,0.122941812648648,3.56,-0.637393852788413,0.642873214687513
MSMEG_3483,pass,12.74,18.32,-0.0785046546546547,0.528908312704831,0.146234580489489,3.67,-0.524648795011521,0.69512830910039
MSMEG_1874,pass,15.96,18.33,-0.0626749249249249,0.419973947772157,0.144526343516516,4.00,-0.199897400793476,0.870612475876784
MSMEG_0259,pass,21.29,18.33,-0.0469743243243243,0.213097104806796,0.217069546171171,4.41,0.215663538557021,1.16123787957963
MSMEG_6190,pass,42.11,18.36,-0.0237489489489489,0.113511487229671,0.117342762126126,5.40,1.19755269017985,2.29350283411422
MSMEG_5015,pass,22.55,18.36,-0.044351051051051,0.290745919318233,0.127829258126125,4.49,0.296106179648309,1.2278260462832
VBIMycSme59918_3205,pass,19.68,18.38,-0.0508177177177177,0.311928873729539,0.151754748792792,4.30,0.0986342708093842,1.0707593468368
MSMEG_6228,pass,18.98,18.39,-0.0526996996996997,0.377534267422431,0.121985882486486,4.25,0.0455462879134216,1.03207390828696
VBIMycSme59918_2285,pass,19.71,18.39,-0.0507466966966967,0.472078231861106,0.0767194305315315,4.30,0.0998706237793507,1.07167735367139
MSMEG_5536,pass,10.80,18.40,-0.0926273273273274,0.579054710910242,0.166156961261261,3.43,-0.768826556113256,0.586894642630072
MSMEG_1432,pass,19.31,18.40,-0.0517776276276276,0.362939341555473,0.125361810399399,4.27,0.0698556294543867,1.04961164369183
MSMEG_5016,pass,22.83,18.41,-0.0438055555555555,0.243546406870374,0.158779038999999,4.51,0.309981002946479,1.23969137588033
MSMEG_0270,pass,35.73,18.41,-0.0279906906906907,0.0957431627179948,0.197126713957957,5.16,0.956142254857731,1.94011511349674
MSMEG_4609,pass,13.11,18.42,-0.076303003003003,0.37940776376412,0.253698328648648,3.71,-0.490912366253969,0.711574952561671
MSMEG_6480,pass,12.09,18.42,-0.0827082582582582,0.558966491928921,0.143786391072072,3.60,-0.607614949306152,0.656280763160775
MSMEG_6134,pass,18.29,18.43,-0.0546815315315315,0.449031635149557,0.0977384134024023,4.19,-0.0110900623950885,0.992342424292549
MSMEG_1007,pass,13.11,18.43,-0.0762993993993994,0.457795435197213,0.183682664612612,3.71,-0.492160838447073,0.710959439763961
MSMEG_6158,pass,19.85,18.44,-0.0503686186186186,0.244996197583651,0.208278334387387,4.31,0.1065786143409,1.0766718534906
MSMEG_6601,pass,11.79,18.44,-0.0848504504504504,0.676599612469615,0.091675083927928,3.56,-0.645901442716088,0.639093339582249
MSMEG_0099,pass,32.39,18.45,-0.0308771771771771,0.184713955122,0.112103636612612,5.02,0.812063378431849,1.75572072335694
MSMEG_5642,pass,19.34,18.45,-0.0517063063063063,0.52181427259963,0.0652682405405406,4.27,0.0680900624782877,1.04832791697243
MSMEG_1893,pass,18.48,18.46,-0.0541202702702703,0.331494447520498,0.157355850387387,4.21,0.001717141594022,1.00119094046156
MSMEG_5284,pass,32.83,18.46,-0.030457057057057,0.178430311433841,0.11378522393994,5.04,0.830803094418163,1.77867520882494
MSMEG_0849,pass,12.25,18.46,-0.0816548048048048,0.353948513960332,0.324208761318318,3.61,-0.5922377508908,0.663313249682164
MSMEG_3214,pass,28.74,18.47,-0.0347993993993994,0.505574555605319,0.031549561057057,4.84,0.637371145347932,1.55549218365178
MSMEG_0072,pass,10.87,18.48,-0.0919846846846847,0.499009213189148,0.226300984684684,3.44,-0.765407444125356,0.588287201811928
VBIMycSme59918_0069,pass,10.87,18.48,-0.0919846846846847,0.499009213189148,0.226300984684684,3.44,-0.765407444125356,0.588287201811928
MSMEG_1675,pass,15.36,18.48,-0.0651022522522522,0.528485421360492,0.100736848753753,3.94,-0.266936423302785,0.83108248493663
MSMEG_2596,pass,33.48,18.49,-0.029872072072072,0.198270994661551,0.0961243305105105,5.07,0.856737206961384,1.81093806591815
MSMEG_6881,pass,11.91,18.49,-0.083928978978979,0.527632671128657,0.167998836117117,3.57,-0.633663696866632,0.644537544311956
MSMEG_5185,pass,18.93,18.49,-0.0528202702702702,0.169226185216571,0.364880533054054,4.24,0.0343326745567055,1.02408301899674
MSMEG_1872,pass,16.07,18.49,-0.0622295795795795,0.209973346817059,0.388155305846846,4.01,-0.202511756210104,0.869036238811158
MSMEG_5017,pass,20.58,18.52,-0.048584084084084,0.311041383203431,0.139282714318318,4.36,0.152518433704469,1.11150807828193
MSMEG_4349,pass,30.90,18.53,-0.0323638138138138,0.151186359925046,0.156658277738738,4.95,0.737927711601594,1.66777851901268
MSMEG_6935,pass,16.88,18.53,-0.0592512012012011,0.519264891274665,0.086585549894895,4.08,-0.13511892138497,0.910594770150706
MSMEG_2445,pass,17.10,18.54,-0.0584851351351351,0.451433580747231,0.110728794735735,4.10,-0.11647566071927,0.922438311937892
MSMEG_6703,pass,15.82,18.54,-0.0632223723723723,0.196246173211927,0.436111615732732,3.98,-0.228869985407645,0.853302993671341
MSMEG_4007,pass,25.03,18.54,-0.0399548048048048,0.190223277830981,0.181039722207207,4.65,0.433125945115476,1.35015584656057
MSMEG_4967,pass,23.95,18.54,-0.0417525525525525,0.404011648983763,0.0685084539819818,4.58,0.369097561567921,1.29154468744619
MSMEG_4322,pass,11.75,18.54,-0.0851403903903903,0.773449805910988,0.0565636984954955,3.55,-0.658919800664482,0.63335233390335
MSMEG_2647,pass,12.23,18.56,-0.081757957957958,0.697637684676378,0.077177733801802,3.61,-0.601585596618123,0.659029249914877
MSMEG_6733,pass,34.49,18.57,-0.0289945945945945,0.120636054062565,0.163252497621621,5.11,0.89342833580196,1.85758513931889
MSMEG_2286,pass,18.00,18.57,-0.0555555555555555,0.144692358271521,0.486033235111111,4.17,-0.0452798661719653,0.969101804144529
MSMEG_0309,pass,22.25,18.58,-0.0449492492492492,0.378432785966736,0.088405329873874,4.48,0.259555525624142,1.19710983482735
MSMEG_2724,pass,23.04,18.59,-0.0434082582582582,0.443476036464186,0.0629930524054054,4.53,0.309270037843437,1.23908060219317
MSMEG_6760,pass,20.81,18.60,-0.0480552552552552,0.269247359853455,0.166968650486486,4.38,0.162198968824799,1.11899141573728
MSMEG_4709,pass,25.45,18.60,-0.039286036036036,0.277870275693363,0.106852274627627,4.67,0.452517266794246,1.3684258541258
VBIMycSme59918_1027,pass,20.06,18.61,-0.0498442942942942,0.463256301418088,0.0766850566216218,4.33,0.108580813153915,1.07816711590296
MSMEG_5031,pass,14.15,18.61,-0.0706546546546546,0.414377576812073,0.187947791711711,3.82,-0.394843361530861,0.76057195010648
MSMEG_2275,pass,31.14,18.62,-0.0321099099099099,0.336618957380363,0.0541298571171171,4.96,0.742069845426383,1.67257377245032
MSMEG_5914,pass,23.40,18.63,-0.0427339339339339,0.328795486592305,0.0993136606126126,4.55,0.329023306709728,1.25616267426266
MSMEG_6383,pass,20.31,18.63,-0.0492265765765766,0.294992293394502,0.15428250545045,4.34,0.124721700926884,1.09029739159329
MSMEG_2928,pass,41.31,18.63,-0.0242057057057057,0.122165927762496,0.112158464288288,5.37,1.14877628919081,2.21725744259415
MSMEG_5685,pass,14.95,18.64,-0.0668749249249249,0.469382427267223,0.134683885738738,3.90,-0.317998617861435,0.802181934862827
MSMEG_3459,pass,21.30,18.65,-0.0469433933933934,0.233071067198627,0.193174562903904,4.41,0.192174070742361,1.14248408682879
MSMEG_6286,pass,9.78,18.65,-0.102243843843843,0.577484787452292,0.203755977945945,3.29,-0.931506569807652,0.524310531650881
MSMEG_3284,pass,25.15,18.66,-0.0397614114114114,0.215865702397147,0.152990551264264,4.65,0.430379291668091,1.34758781780613
MSMEG_5994,pass,29.58,18.67,-0.0338025525525525,0.193399804989298,0.126950818315315,4.89,0.663722053711287,1.58416439100195
MSMEG_6302,pass,11.03,18.68,-0.0906334834834834,0.454254834341815,0.262906851732732,3.46,-0.759567770613526,0.590673269081209
MSMEG_2182,pass,10.20,18.68,-0.0980503003003003,0.372719962009703,0.431033366819819,3.35,-0.873117597885585,0.545965767946352
MSMEG_5871,pass,20.57,18.68,-0.0486253753753753,0.370319823864412,0.107103389246246,4.36,0.138362182775667,1.10065488965935
MSMEG_6676,pass,22.64,18.69,-0.0441783783783783,0.18598437066126,0.227567404168168,4.50,0.276506759388473,1.2112584744834
MSMEG_3546,pass,15.48,18.69,-0.0646001501501501,0.452430080981632,0.134551760621621,3.95,-0.271734137497473,0.828323292214317
MSMEG_3059,pass,49.28,18.69,-0.0202938438438438,0.100802213608724,0.0978696440570571,5.62,1.39866570237095,2.63657621745477
