MSMEG_0055	0.456	0.5198	0.3683
MSMEG_0056	1.0492	0.7245	0.7482
MSMEG_0057	0.916	0.9369	0.8555
MSMEG_0058	0.6529	1.0469	1.9391
MSMEG_0059	0.6881	0.4202	0.2185
MSMEG_0060	0.3425	0.1568	0.2742
MSMEG_0061	0.3887	0.2718	0.1715
MSMEG_0062	0.556	0.3956	0.2803
MSMEG_0063	1.414	0.6832	0.7568
MSMEG_0064	0.2747	0.3577	0.5694
MSMEG_0065	1.7674	1.3647	1.3155
MSMEG_0066	2.3776	2.5014	3.2363
MSMEG_0067	1.1363	1.0484	0.5738
MSMEG_0068	0.3903	0.4302	0.2323
MSMEG_0069	0.3569	0.4344	0.443
MSMEG_0070	0.136	0.1375	0.1403
MSMEG_0071	0.3078	0.2513	0.1225
MSMEG_0072	1.0	0.7256	0.0322
MSMEG_0073	0.8459	1.0	1.0
MSMEG_0074	1.0	1.0	1.0
MSMEG_0075	0.4713	0.3559	0.2162
MSMEG_0076	0.433	0.3885	0.2689
MSMEG_0077	0.5865	0.8053	0.7689
MSMEG_0078	0.5261	0.6807	0.4673
MSMEG_0079	0.4278	0.2123	0.0791
MSMEG_0080	0.2821	0.3228	0.3156
MSMEG_0081	0.4437	0.8277	0.6629
MSMEG_0082	0.3182	0.2444	0.2822
MSMEG_0083	0.2776	0.1466	0.2148
MSMEG_0084	0.9012	1.0121	1.1864
MSMEG_0085	0.4942	0.4642	0.34
MSMEG_0086	0.6427	0.4287	0.7738
MSMEG_0087	0.5184	0.5069	0.5849
MSMEG_0088	0.7297	0.6722	0.6123
MSMEG_0089	0.5819	0.4138	0.3788
MSMEG_0090	0.4411	0.2472	0.2908
MSMEG_0091	0.3306	0.6091	0.6724
MSMEG_0092	0.9241	0.8748	0.9193
MSMEG_0093	0.2842	0.5148	1.1112
MSMEG_0094	0.1165	0.227	0.2945
MSMEG_0095	0.5743	1.0163	0.6058
MSMEG_0096	0.7496	1.1612	0.7106
MSMEG_0097	0.2753	0.6598	0.6112
MSMEG_0098	0.5604	0.7197	0.7828
MSMEG_0099	0.4931	0.3201	0.4924
MSMEG_0100	0.3441	0.7407	0.6262
MSMEG_0101	0.6935	0.6288	0.4591
MSMEG_0102	0.9331	0.8909	0.5838
MSMEG_0103	0.6148	0.3447	0.5425
MSMEG_0104	0.7477	0.5135	0.726
MSMEG_0105	0.8285	0.5989	0.5223
MSMEG_0106	0.3908	0.5377	0.3913
MSMEG_0107	0.3958	0.2026	0.2525
MSMEG_0108	0.4238	0.5448	0.3811
MSMEG_0109	0.4814	0.0272	0.0675
MSMEG_0110	0.3806	0.1834	0.0372
MSMEG_0111	0.5317	0.4624	0.4157
MSMEG_0112	1.4455	0.68	0.5883
MSMEG_0113	0.5676	0.4269	0.2733
MSMEG_0114	0.6969	0.5264	0.2517
MSMEG_0115	1.1874	0.6367	0.3423
MSMEG_0116	0.3013	0.3411	0.4991
MSMEG_0117	0.6333	0.8119	1.0407
MSMEG_0118	0.6154	0.6533	0.5494
MSMEG_0119	30.8633	2.0603	1.0877
MSMEG_0120	0.6163	0.738	0.4092
MSMEG_0121	0.5389	0.5006	0.6126
MSMEG_0122	0.1851	0.4502	0.4607
MSMEG_0123	0.4556	0.6041	0.5001
MSMEG_0124	0.7507	0.4135	0.7512
MSMEG_0125	0.6142	0.5205	0.3113
MSMEG_0126	0.3776	0.397	0.368
MSMEG_0127	0.8331	1.4937	1.149
MSMEG_0128	0.9185	0.8173	0.7628
MSMEG_0129	0.6562	0.9316	0.7752
MSMEG_0130	0.4416	0.4735	0.2301
MSMEG_0131	0.5552	0.6241	0.552
MSMEG_0132	0.3218	0.5654	0.2533
MSMEG_0133	0.2846	0.2452	0.3324
MSMEG_0134	0.2817	0.062	0.1708
MSMEG_0135	0.3326	0.1128	0.1366
MSMEG_0136	0.1588	0.1819	0.2168
MSMEG_0137	0.2264	0.119	0.1506
MSMEG_0138	0.2316	0.0908	0.1713
MSMEG_0139	0.2969	0.1768	0.1429
MSMEG_0140	0.3187	0.4769	0.1952
MSMEG_0141	0.4657	0.2907	0.1835
MSMEG_0142	0.5449	0.3327	0.4748
MSMEG_0143	0.3033	0.5981	0.4501
MSMEG_0144	0.1309	0.4881	0.3697
MSMEG_0145	0.2233	0.295	0.3086
MSMEG_0146	0.6909	0.7362	0.5198
MSMEG_0147	0.6272	0.488	0.3568
MSMEG_0148	0.5268	0.8494	0.5733
MSMEG_0149	0.3132	0.491	0.6072
MSMEG_0150	0.3089	0.2459	0.2508
MSMEG_0151	0.5438	0.7748	0.5729
MSMEG_0152	0.5831	0.7992	0.332
MSMEG_0153	0.8303	1.1649	0.4974
MSMEG_0154	0.5715	0.7531	0.6172
MSMEG_0155	0.6605	0.5408	0.4426
MSMEG_0156	0.3855	0.454	0.426
MSMEG_0157	0.6847	0.5277	0.436
MSMEG_0158	0.9029	1.2558	0.8315
MSMEG_0159	0.5541	0.7238	0.7846
MSMEG_0160	0.6619	0.6176	0.6092
MSMEG_0161	0.71	0.5193	0.4607
MSMEG_0162	1.1616	2.1801	2.8047
MSMEG_0163	0.6842	0.6671	0.472
MSMEG_0164	0.5913	0.5846	0.5028
MSMEG_0165	0.689	0.8794	0.3609
MSMEG_0166	0.7948	0.8357	1.0208
MSMEG_0167	0.3441	0.2293	0.4373
MSMEG_0168	0.6835	0.4655	0.5733
MSMEG_0169	0.9374	1.7691	4.9668
MSMEG_0170	0.3838	0.2736	0.2463
MSMEG_0171	0.6619	0.1836	0.12
MSMEG_0172	0.8844	0.7366	0.377
MSMEG_0173	0.4742	0.4038	0.679
MSMEG_0174	0.4651	0.5449	0.6575
MSMEG_0175	0.484	0.4435	0.3669
MSMEG_0176	0.5298	0.6311	0.4209
MSMEG_0177	0.6554	0.2736	0.3647
MSMEG_0178	0.3752	0.5338	0.6059
MSMEG_0179	0.2245	0.4868	0.9283
MSMEG_0180	0.8493	0.7211	0.6527
MSMEG_0181	0.9955	0.7374	0.9336
MSMEG_0182	0.4991	0.6444	0.4051
MSMEG_0183	0.618	0.3259	0.4131
MSMEG_0184	0.5097	0.2886	0.2383
MSMEG_0185	0.302	0.2234	0.3118
MSMEG_0186	0.517	0.4714	0.6665
MSMEG_0187	0.7866	0.6254	0.4971
MSMEG_0188	0.4736	0.5297	0.5688
MSMEG_0189	1.0081	0.6187	0.5629
MSMEG_0190	0.3913	0.4218	0.4259
MSMEG_0191	0.5572	0.3561	0.6051
MSMEG_0192	0.5475	0.6809	0.4611
MSMEG_0193	0.3986	0.1818	0.3636
MSMEG_0194	0.9792	0.8148	0.6062
MSMEG_0195	0.4672	0.3655	0.2808
MSMEG_0196	0.2781	0.4392	0.4992
MSMEG_0197	0.3661	0.4435	0.4171
MSMEG_0198	0.5499	0.4522	0.4656
MSMEG_0200	0.5123	0.3273	0.4313
MSMEG_0201	1.0	0.5514	0.9793
MSMEG_0202	0.8389	1.0	1.0
MSMEG_0203	0.8361	0.9922	1.0
MSMEG_0204	0.5821	0.4561	0.5126
MSMEG_0205	0.4943	0.6206	0.666
MSMEG_0206	0.3581	0.2269	0.2318
MSMEG_0207	0.6257	0.5772	0.4924
MSMEG_0208	0.7185	1.014	1.0245
MSMEG_0209	0.8131	0.7997	0.4963
MSMEG_0210	0.3026	0.2422	0.3274
MSMEG_0211	0.3686	0.4466	0.2729
MSMEG_0212	0.6103	0.5781	0.7161
MSMEG_0213	0.3452	0.2922	0.4801
MSMEG_0214	0.2995	0.3422	0.2696
MSMEG_0215	0.4626	0.5767	0.7154
MSMEG_0216	1.0037	0.9609	1.1682
MSMEG_0217	0.6734	0.487	0.3716
MSMEG_0218	0.8602	0.4006	0.3758
MSMEG_0219	0.7119	0.8097	0.4647
MSMEG_0220	0.5356	1.1036	0.8443
MSMEG_0221	0.407	0.3597	0.2671
MSMEG_0222	0.6767	0.6477	0.8169
MSMEG_0223	0.3195	0.4024	0.4795
MSMEG_0224	0.7993	1.2387	0.6556
MSMEG_0225	0.2092	0.1252	0.118
MSMEG_0226	0.5988	1.233	0.1546
MSMEG_0227	0.4989	0.585	0.5395
MSMEG_0228	0.3237	0.472	0.2418
MSMEG_0229	0.7168	0.6749	0.4185
MSMEG_0230	0.3266	0.4784	0.6537
MSMEG_0231	1.68	1.3232	0.6611
MSMEG_0232	0.3915	0.2798	0.3803
MSMEG_0233	0.693	0.4963	0.2667
MSMEG_0234	0.8811	0.6258	0.7121
MSMEG_0235	0.754	0.4509	0.5749
MSMEG_0236	0.657	0.2559	0.2833
MSMEG_0237	0.2993	1.0	0.4082
MSMEG_0238	0.3747	0.5772	0.4451
MSMEG_0239	0.2506	0.5311	0.4356
MSMEG_0240	0.5037	0.6035	0.471
MSMEG_0241	0.169	0.1701	0.3179
MSMEG_0242	0.8074	0.6833	0.8305
MSMEG_0243	0.5774	0.6512	0.7269
MSMEG_0244	0.161	0.311	0.4161
MSMEG_0245	0.6608	0.6548	0.5419
MSMEG_0246	0.2204	0.3784	0.4238
MSMEG_0247	0.6377	0.5136	0.3657
MSMEG_0248	0.5611	0.3059	0.2907
MSMEG_0249	0.5989	0.1924	0.2095
MSMEG_0250	0.2492	0.0995	0.1499
MSMEG_0251	0.3455	0.5125	0.3589
MSMEG_0252	0.8614	0.511	0.5284
MSMEG_0253	0.6258	0.4656	0.5668
MSMEG_0254	0.5143	0.5062	0.3987
MSMEG_0255	0.6503	0.7688	0.8171
MSMEG_0256	0.2159	0.4577	0.4641
MSMEG_0257	0.456	0.8839	0.6548
MSMEG_0258	0.7803	0.7362	0.4757
MSMEG_0259	0.9	0.3688	0.8002
MSMEG_0260	1.0345	0.8456	0.8824
MSMEG_0261	0.49	0.8033	0.5155
MSMEG_0262	0.3934	0.3599	0.3449
MSMEG_0263	0.7031	0.5599	0.4652
MSMEG_0264	0.2962	0.2581	0.5167
MSMEG_0265	0.411	0.4583	0.6729
MSMEG_0266	0.8165	0.4402	0.3213
MSMEG_0267	0.9845	0.7499	0.584
MSMEG_0268	0.3167	0.6093	0.6713
MSMEG_0269	1.1115	1.2182	0.5995
MSMEG_0270	1.349	1.1473	0.8247
MSMEG_0271	0.7096	0.4744	0.6027
MSMEG_0272	1.189	1.1095	1.0
MSMEG_0273	0.9631	0.6229	0.8409
MSMEG_0274	0.446	0.5443	0.6436
MSMEG_0275	0.6176	0.5901	0.4864
MSMEG_0276	0.7668	0.603	0.5906
MSMEG_0277	0.6924	0.5243	0.5081
MSMEG_0278	0.3054	0.6414	0.4501
MSMEG_0279	0.5503	0.3141	0.0874
MSMEG_0280	0.6906	0.6871	0.733
MSMEG_0281	1.1821	0.9453	0.553
MSMEG_0282	0.6845	0.6682	0.6593
MSMEG_0283	0.3077	0.4355	0.3172
MSMEG_0284	1.2055	1.2094	0.7133
MSMEG_0285	0.4864	0.6091	0.6251
MSMEG_0286	0.4866	0.4826	0.5392
MSMEG_0287	1.17	1.0753	0.6142
MSMEG_0288	0.5849	0.5503	0.4437
MSMEG_0289	0.8819	0.7623	0.4438
MSMEG_0290	0.4541	0.351	0.3246
MSMEG_0291	0.6791	0.7071	0.4858
MSMEG_0292	0.4318	0.3322	1.0521
MSMEG_0293	0.7689	0.691	0.7598
MSMEG_0294	0.6746	0.4974	0.5884
MSMEG_0295	0.213	0.8031	0.5021
MSMEG_0296	1.3107	1.7539	1.9825
MSMEG_0297	0.5117	0.5147	0.5348
MSMEG_0298	0.8115	0.3411	0.951
MSMEG_0299	0.4498	0.68	0.5799
MSMEG_0300	0.4179	0.5123	0.3958
MSMEG_0301	0.7877	0.8423	0.2748
MSMEG_0302	0.3108	0.3156	0.193
MSMEG_0303	0.6993	0.6545	0.8001
MSMEG_0304	0.4413	0.3367	0.3295
MSMEG_0305	0.7138	0.7764	0.616
MSMEG_0306	0.766	0.3628	0.7069
MSMEG_0307	0.7879	0.5086	0.5589
MSMEG_0308	1.5076	0.875	1.3848
MSMEG_0309	0.7798	0.7237	0.3559
MSMEG_0311	0.508	0.3397	0.3889
MSMEG_0312	1.1254	0.9328	0.7571
MSMEG_0313	0.5966	0.6688	0.5789
MSMEG_0314	0.8785	0.8408	0.461
MSMEG_0315	0.1637	0.246	0.2239
MSMEG_0316	0.6357	0.6061	0.466
MSMEG_0317	0.2945	0.0808	0.1817
MSMEG_0318	0.5183	0.4423	0.2844
MSMEG_0319	0.4367	0.4037	0.1835
MSMEG_0320	0.3781	0.5172	0.4848
MSMEG_0321	0.6945	0.4122	0.2958
MSMEG_0323	0.9487	0.7073	0.5938
MSMEG_0324	0.8477	0.9246	0.5327
MSMEG_0325	0.7537	1.0115	1.1413
MSMEG_0326	0.4375	0.4117	0.3488
MSMEG_0327	0.9133	0.9478	0.5165
MSMEG_0328	0.7079	0.5289	1.1508
MSMEG_0329	0.8431	0.6558	1.1231
MSMEG_0330	0.714	0.4788	0.3092
MSMEG_0331	0.5197	0.6616	0.5604
MSMEG_0332	0.6079	0.6864	0.4063
MSMEG_0333	0.6449	0.5041	0.5255
MSMEG_0334	0.5795	0.6723	0.3961
MSMEG_0335	0.3556	0.6357	0.5911
MSMEG_0336	0.5062	0.7468	0.4812
MSMEG_0337	0.4005	0.3227	0.2567
MSMEG_0338	0.5759	0.7431	0.705
MSMEG_0339	0.3957	0.3938	0.4628
MSMEG_0340	0.849	1.0057	0.7931
MSMEG_0341	0.3155	0.4174	0.3736
MSMEG_0342	0.5504	0.5424	0.268
MSMEG_0343	0.3518	0.2075	0.4506
MSMEG_0344	0.4661	0.4292	0.4105
MSMEG_0345	0.4752	0.6189	0.5217
MSMEG_0346	0.289	0.4178	0.3353
MSMEG_0347	0.4432	0.2106	0.3439
MSMEG_0348	0.2893	0.3151	0.2492
MSMEG_0349	0.4153	0.1993	0.2315
MSMEG_0350	0.4148	0.1877	0.2318
MSMEG_0351	0.2283	0.195	0.541
MSMEG_0352	0.7708	0.4139	0.5349
MSMEG_0353	0.5833	0.6185	0.4561
MSMEG_0354	0.2037	0.7363	0.3306
MSMEG_0355	0.3244	0.4032	0.2658
MSMEG_0356	1.4578	1.3987	0.8702
MSMEG_0357	0.433	0.3662	0.1913
MSMEG_0358	0.704	0.7303	0.8723
MSMEG_0359	0.1637	0.1985	0.2293
MSMEG_0360	2.1428	0.8032	0.373
MSMEG_0361	0.7733	0.3763	0.3446
MSMEG_0362	0.542	0.7155	0.3978
MSMEG_0363	0.7962	0.52	0.5335
MSMEG_0364	0.4828	0.4546	0.5763
MSMEG_0365	0.4148	0.3091	0.3351
MSMEG_0366	0.4893	0.4171	0.3186
MSMEG_0367	0.8461	0.6729	0.4509
MSMEG_0368	0.501	0.7408	0.5369
MSMEG_0369	0.8867	0.8404	0.7163
MSMEG_0370	0.2984	0.3284	0.5249
MSMEG_0371	0.4342	0.6809	0.4539
MSMEG_0372	0.972	1.1486	0.5638
MSMEG_0373	1.1218	0.5933	0.2425
MSMEG_0374	0.5956	0.3755	0.3651
MSMEG_0375	0.6768	0.5963	0.3579
MSMEG_0376	0.426	0.3092	0.3423
MSMEG_0377	0.3497	0.3643	0.4676
MSMEG_0378	0.9335	0.6249	0.7071
MSMEG_0379	0.3847	0.5655	0.3353
MSMEG_0380	0.5272	0.5442	0.1746
MSMEG_0381	0.1573	0.1101	0.1266
MSMEG_0382	0.1507	0.1832	0.1938
MSMEG_0383	1.1065	0.9767	1.0192
MSMEG_0384	0.3115	0.3956	0.4441
MSMEG_0385	0.5914	0.3371	0.5547
MSMEG_0386	1.0356	0.8431	0.5969
MSMEG_0387	0.3536	0.4219	0.551
MSMEG_0388	1.099	0.874	0.8642
MSMEG_0389	0.3529	0.1884	0.1566
MSMEG_0390	0.5108	0.2846	0.1627
MSMEG_0391	0.7217	0.4887	0.2849
MSMEG_0392	1.0047	0.5207	0.17
MSMEG_0393	0.4771	0.5105	0.2487
MSMEG_0394	2.1116	0.9721	0.9021
MSMEG_0395	0.096	0.1646	0.2316
MSMEG_0396	0.8477	0.4534	0.2447
MSMEG_0397	0.6515	1.0	1.0
MSMEG_0398	0.5935	0.9894	1.0
MSMEG_0399	1.1454	1.6543	0.7099
MSMEG_0400	0.2657	0.2675	0.2793
MSMEG_0401	0.2209	0.2137	0.2433
MSMEG_0402	0.3474	0.1833	0.2406
MSMEG_0403	0.1658	0.1217	0.166
MSMEG_0404	0.2115	0.3807	0.3428
MSMEG_0405	0.2105	0.3902	0.4974
MSMEG_0406	0.7839	0.7727	0.3153
MSMEG_0407	0.5052	0.4257	0.3195
MSMEG_0408	0.3248	0.2152	0.1781
MSMEG_0409	0.6273	0.6023	0.3408
MSMEG_0410	0.243	0.175	0.2237
MSMEG_0411	0.6121	0.4837	0.3235
MSMEG_0412	0.4862	0.3946	0.2208
MSMEG_0413	0.2642	0.2611	0.2825
MSMEG_0414	0.532	0.5436	0.3899
MSMEG_0415	0.5434	0.4502	0.3977
MSMEG_0416	1.0534	0.5958	0.6024
MSMEG_0417	0.9236	0.8194	0.409
MSMEG_0418	0.611	0.4484	0.4501
MSMEG_0419	0.6843	2.2147	0.4
MSMEG_0420	0.3229	0.8051	0.4375
MSMEG_0421	0.7072	0.7361	0.6978
MSMEG_0422	0.5182	0.9939	0.8092
MSMEG_0423	0.2744	0.3341	0.4773
MSMEG_0424	0.467	0.7051	0.7451
MSMEG_0425	0.5969	0.453	0.2813
MSMEG_0426	0.497	0.8443	0.6177
MSMEG_0427	0.7423	0.6499	0.579
MSMEG_0428	0.7707	0.4129	0.4344
MSMEG_0429	1.3202	0.8269	0.3236
MSMEG_0430	0.1276	1.0	0.5845
MSMEG_0431	0.2806	0.2595	0.3002
MSMEG_0432	0.7665	0.5543	0.443
MSMEG_0433	0.1736	0.3864	0.4819
MSMEG_0434	0.18	0.4472	0.4318
MSMEG_0435	0.4456	0.4627	0.5488
MSMEG_0436	1.0594	0.6977	0.8376
MSMEG_0437	0.4382	0.3378	0.2394
MSMEG_0438	0.3686	0.5061	0.4395
MSMEG_0439	0.1491	0.3749	0.3921
MSMEG_0440	0.0934	0.219	0.208
MSMEG_0441	0.7134	0.7143	1.2357
MSMEG_0442	0.8588	0.5777	0.5766
MSMEG_0443	0.7617	0.6364	0.4944
MSMEG_0444	0.388	0.5911	0.6899
MSMEG_0445	0.7757	0.6724	0.4247
MSMEG_0446	0.4801	0.1994	0.2053
MSMEG_0447	1.98	1.1475	0.9369
MSMEG_0448	0.7005	0.7719	0.5723
MSMEG_0449	0.2289	0.1843	0.2135
MSMEG_0450	0.4741	0.3785	0.202
MSMEG_0451	3.291	1.0719	1.0374
MSMEG_0452	0.3501	0.1948	0.3168
MSMEG_0453	0.5347	0.4499	0.8379
MSMEG_0454	0.2876	0.8248	0.604
MSMEG_0455	0.609	0.5343	0.2103
MSMEG_0456	0.6034	0.5371	0.3992
MSMEG_0457	0.5674	0.7126	0.5509
MSMEG_0458	0.5864	0.3076	0.3511
MSMEG_0459	0.5009	0.4468	0.2489
MSMEG_0460	0.5675	0.5952	0.5717
MSMEG_0461	0.5164	0.5765	0.83
MSMEG_0462	0.5847	0.4236	0.4259
MSMEG_0463	0.4242	0.4095	0.3684
MSMEG_0464	0.8683	0.7054	0.7303
MSMEG_0465	0.6956	0.3924	0.3793
MSMEG_0466	0.3574	0.7129	0.2095
MSMEG_0467	0.6951	0.278	0.285
MSMEG_0468	0.614	0.3513	0.2606
MSMEG_0469	0.877	0.9777	1.1609
MSMEG_0470	0.3718	0.2927	0.418
MSMEG_0471	0.6504	0.582	0.4536
MSMEG_0472	0.6284	0.2143	0.1058
MSMEG_0473	0.5551	0.7681	0.7766
MSMEG_0474	0.4175	0.3695	0.4212
MSMEG_0475	0.6423	0.5095	0.476
MSMEG_0476	0.5442	0.3387	0.4035
MSMEG_0477	0.3782	0.4728	0.5251
MSMEG_0478	0.5121	0.2997	0.3488
MSMEG_0479	0.4403	0.8638	0.4952
MSMEG_0480	1.0142	0.9084	0.498
MSMEG_0481	0.5323	0.5729	0.8531
MSMEG_0482	0.8374	0.6187	0.5418
MSMEG_0483	0.6019	0.3556	0.2504
MSMEG_0484	0.7614	1.0164	0.6167
MSMEG_0485	0.5568	0.6516	0.7733
MSMEG_0486	0.5201	0.3933	0.4974
MSMEG_0487	0.8779	0.4979	0.468
MSMEG_0488	1.2548	0.9711	0.4973
MSMEG_0489	0.6082	0.5468	0.3828
MSMEG_0490	0.6855	0.4482	0.1589
MSMEG_0491	0.5038	0.3712	0.3829
MSMEG_0492	0.6952	0.4546	0.4484
MSMEG_0493	3.2764	2.8048	5.3031
MSMEG_0494	1.9211	2.1729	3.5778
MSMEG_0496	0.5849	0.4344	0.4711
MSMEG_0497	0.5203	0.7041	0.4115
MSMEG_0498	0.6451	0.3643	0.3796
MSMEG_0499	0.909	0.4469	0.4426
MSMEG_0500	0.3911	0.3994	0.4705
MSMEG_0501	0.3741	0.3101	0.468
MSMEG_0502	0.7731	0.5307	0.2901
MSMEG_0503	0.5842	0.4298	0.5338
MSMEG_0504	0.3795	0.5424	0.6582
MSMEG_0505	0.4195	0.2802	0.2214
MSMEG_0506	0.3208	0.3061	0.2137
MSMEG_0507	0.5001	0.3294	0.2522
MSMEG_0508	0.5812	0.8155	0.8348
MSMEG_0509	0.7008	0.5767	0.4565
MSMEG_0510	0.5634	0.5757	0.5992
MSMEG_0511	0.5999	0.5662	0.6372
MSMEG_0512	0.629	0.5774	0.7648
MSMEG_0513	0.7299	0.5163	0.4492
MSMEG_0514	0.577	0.5231	0.4319
MSMEG_0515	0.6046	0.2569	0.1991
MSMEG_0516	0.3602	0.2625	0.5458
MSMEG_0517	0.5608	0.5752	0.3105
MSMEG_0518	0.439	0.5928	0.333
MSMEG_0519	3.8516	1.1	0.8496
MSMEG_0520	0.518	0.077	0.0846
MSMEG_0522	2.8182	0.9365	0.6003
MSMEG_0523	0.6842	0.6503	0.4765
MSMEG_0524	0.8141	1.299	0.762
MSMEG_0525	0.814	0.5277	0.5755
MSMEG_0526	0.4966	0.7169	0.5087
MSMEG_0527	0.4647	0.3507	0.5182
MSMEG_0528	0.5843	0.4369	0.29
MSMEG_0529	0.2984	0.2875	0.3224
MSMEG_0530	0.7128	0.777	1.3589
MSMEG_0531	0.7536	0.8127	0.5477
MSMEG_0532	0.4134	0.6582	0.3258
MSMEG_0533	0.4491	0.4791	1.0991
MSMEG_0534	0.4896	0.3074	0.2271
MSMEG_0535	0.3418	0.3943	0.6859
MSMEG_0536	0.7667	0.7997	0.9993
MSMEG_0537	0.8188	0.985	0.9825
MSMEG_0538	0.6051	0.3031	0.2343
MSMEG_0539	0.4794	0.709	0.757
MSMEG_0540	1.0976	0.5885	0.6128
MSMEG_0541	1.1339	0.8033	1.1626
MSMEG_0542	0.3027	0.5244	0.6819
MSMEG_0543	0.5649	0.7036	0.2374
MSMEG_0544	0.5189	0.9112	0.3498
MSMEG_0545	0.5734	0.8503	0.8606
MSMEG_0546	0.6451	0.4897	0.4047
MSMEG_0547	0.2723	0.9928	0.1407
MSMEG_0548	0.3891	0.4401	0.4853
MSMEG_0549	0.3756	0.3052	0.2624
MSMEG_0550	0.64	0.4561	0.7534
MSMEG_0551	0.4217	0.5698	0.5536
MSMEG_0552	1.1237	0.968	0.7194
MSMEG_0553	0.4057	0.536	0.562
MSMEG_0554	0.4503	0.6258	0.5222
MSMEG_0555	0.3732	0.384	0.4211
MSMEG_0556	0.6881	0.7132	0.5104
MSMEG_0557	0.5949	0.5877	0.3269
MSMEG_0558	0.4203	0.5583	0.4493
MSMEG_0559	2.9166	2.3729	1.5515
MSMEG_0560	0.436	0.296	0.437
MSMEG_0561	0.7333	0.9224	0.6267
MSMEG_0562	0.4043	0.3533	0.2991
MSMEG_0563	1.5976	0.7088	0.3922
MSMEG_0564	0.4707	0.1921	0.1754
MSMEG_0565	0.5129	0.4166	0.3815
MSMEG_0566	0.368	0.3252	0.4343
MSMEG_0567	0.5087	0.4436	1.359
MSMEG_0568	0.6957	0.8024	0.6281
MSMEG_0569	0.437	0.7018	0.4399
MSMEG_0570	0.4236	0.5018	0.4914
MSMEG_0571	0.4431	0.5092	0.501
MSMEG_0572	0.7866	0.4218	0.3791
MSMEG_0573	0.8936	0.7202	0.8055
MSMEG_0574	0.8004	0.9367	0.5551
MSMEG_0575	0.3819	0.4273	0.225
MSMEG_0576	0.2231	0.1429	0.1882
MSMEG_0577	0.311	0.3009	0.3844
MSMEG_0578	0.3586	0.6161	0.6277
MSMEG_0579	0.5046	0.4642	0.3029
MSMEG_0580	0.8094	0.9242	0.8979
MSMEG_0581	0.8771	0.74	0.9242
MSMEG_0582	0.7785	0.6746	0.466
MSMEG_0583	0.5939	0.6217	0.8297
MSMEG_0584	0.7065	0.3791	0.2162
MSMEG_0585	0.1621	0.4076	0.3242
MSMEG_0586	1.1786	0.7807	0.5961
MSMEG_0587	0.8027	0.2308	0.2838
MSMEG_0588	0.5203	0.2142	0.2883
MSMEG_0589	0.566	0.7833	0.4829
MSMEG_0590	0.8562	0.6538	0.5666
MSMEG_0591	0.4337	0.3961	0.4993
MSMEG_0592	0.717	0.8988	0.6017
MSMEG_0593	0.7156	0.7191	0.786
MSMEG_0594	0.5341	0.6076	0.4783
MSMEG_0595	1.0989	0.7547	0.6817
MSMEG_0596	0.5657	0.5603	0.7011
MSMEG_0597	0.4119	0.4948	0.2295
MSMEG_0598	0.4972	0.3963	0.394
MSMEG_0599	0.6042	0.2262	0.123
MSMEG_0600	0.8323	0.7929	0.6971
MSMEG_0601	0.4962	0.7146	0.5931
