,No zero values in 0-15 minute timepoints,half-life for 0-15 minutes,hyp_1_5_slope,hyp_1_5_r2,hyp_1_5_mse
MSMEG_4151,pass,14.05,-0.0711878378378378,0.497826898278219,0.136182378015014
MSMEG_4678,pass,14.06,-0.0711477477477477,0.591797281497599,0.0930163857537538
ORF32,pass,14.08,-0.0710294294294294,0.617517168471806,0.0832479948828829
MSMEG_6336,pass,14.08,-0.0710273273273273,0.417569334801828,0.187456628372372
MSMEG_5179,pass,14.08,-0.0710234234234234,0.453392787288596,0.162008639783783
MSMEG_3436,pass,14.08,-0.0710162162162162,0.76582115220612,0.0410837034834834
MSMEG_6182,pass,14.08,-0.0710115615615615,0.36366212172079,0.235061798039039
MSMEG_6214,pass,14.09,-0.0709921921921922,0.459986686331871,0.157621189309309
MSMEG_2590,pass,14.11,-0.0708478978978979,0.443211122187211,0.167984054615615
MSMEG_3577,pass,14.12,-0.0708346846846846,0.45450971558346,0.16042424324024
MSMEG_5522,pass,14.12,-0.0708087087087086,0.519241912228964,0.123670019135135
MSMEG_2084,pass,14.13,-0.0707463963963964,0.532471792726572,0.117072280609609
MSMEG_0540,pass,14.14,-0.0707321321321321,0.530309967573844,0.118045455783783
MSMEG_6187,pass,14.14,-0.0707315315315314,0.490110724580615,0.138657069069069
MSMEG_0660,pass,14.14,-0.0707208708708708,0.429066765851276,0.177292297462462
MSMEG_2850,pass,14.14,-0.0707069069069069,0.275649431840009,0.349985138018017
MSMEG_3491,pass,14.14,-0.0707009009009009,0.434083886071487,0.173605113045045
MSMEG_5961,pass,14.15,-0.0706936936936936,0.598011468987309,0.0894951947627628
MSMEG_6657,pass,14.15,-0.0706840840840841,0.436390994590086,0.171901487207207
MSMEG_5031,pass,14.15,-0.0706546546546546,0.414377576812073,0.187947791711711
MSMEG_4743,pass,14.15,-0.0706527027027027,0.2919552092114,0.322504874627627
MSMEG_4022,pass,14.18,-0.0705225225225224,0.597605398410484,0.0892128740420422
MSMEG_2668,pass,14.19,-0.0704843843843844,0.537413356202823,0.113921232792792
MSMEG_6684,pass,14.19,-0.0704545045045045,0.217603631503776,0.475458304681681
MSMEG_3335,pass,14.19,-0.0704495495495495,0.515064112370801,0.124484046150149
MSMEG_2313,pass,14.20,-0.0704463963963964,0.666590188470487,0.0661258463873874
MSMEG_2183,pass,14.20,-0.0704417417417417,0.364433652096177,0.230534969849849
MSMEG_1863,pass,14.20,-0.0704358858858859,0.478473592795407,0.144059038759759
MSMEG_0606,pass,14.21,-0.0703584084084084,0.288577545181495,0.325110703516516
MSMEG_4272,pass,14.21,-0.070358108108108,0.493587264797879,0.135301683204204
MSMEG_1038,pass,14.23,-0.0702764264264264,0.567376614885989,0.100321061462462
MSMEG_1656,pass,14.24,-0.0702334834834834,0.540045131570105,0.111920026399399
MSMEG_0755,pass,14.24,-0.0702328828828829,0.507250404624177,0.127649490483483
MSMEG_1396,pass,14.25,-0.0701671171171171,0.458038136485365,0.155191730483483
MSMEG_5139,pass,14.26,-0.070136036036036,0.328875464502343,0.267416558738738
MSMEG_3332,pass,14.27,-0.0700894894894895,0.389430966285076,0.205184384612612
MSMEG_0675,pass,14.27,-0.070081981981982,0.229716609934984,0.438737853573573
MSMEG_1209,pass,14.28,-0.0700339339339339,0.414956134395853,0.184220308612612
MSMEG_5832,pass,14.30,-0.0699423423423423,0.601382155945666,0.0863815045045044
MSMEG_1261,pass,14.30,-0.0699352852852852,0.333233118464592,0.26070705572072
MSMEG_4830,pass,14.31,-0.0698777777777778,0.534191526286774,0.113428654666666
MSMEG_4657,pass,14.31,-0.0698759759759759,0.329444276930414,0.264754225513513
