locus_tag,name,tnseq_ess,crispr_ess
MSMEG3660,MSMEG3660,NonEssential,NonEssential
MSMEG3661,MSMEG3661,NonEssential,NonEssential
MSMEG3662,MSMEG3662,NonEssential,NonEssential
MSMEG3663,MSMEG3663,NonEssential,NonEssential
MSMEG3664,MSMEG3664,NonEssential,NonEssential
MSMEG3665,MSMEG3665,NonEssential,NonEssential
MSMEG3666,MSMEG3666,NonEssential,NonEssential
MSMEG3667,MSMEG3667,NonEssential,NonEssential
MSMEG3668,MSMEG3668,NonEssential,NonEssential
MSMEG3669,MSMEG3669,NonEssential,NonEssential
MSMEG3670,MSMEG3670,NonEssential,NonEssential
MSMEG3671,MSMEG3671,NonEssential,NonEssential
MSMEG3672,MSMEG3672,NonEssential,NonEssential
MSMEG3673,malQ,NonEssential,NonEssential
MSMEG3674,MSMEG3674,NonEssential,NonEssential
MSMEG3675,MSMEG3675,NonEssential,NonEssential
MSMEG3676,MSMEG3676,NonEssential,NonEssential
MSMEG3677,MSMEG3677,NonEssential,NonEssential
MSMEG3678,MSMEG3678,NonEssential,NonEssential
MSMEG3679,MSMEG3679,NonEssential,NonEssential
MSMEG3680,MSMEG3680,NonEssential,NonEssential
MSMEG3681,MSMEG3681,NonEssential,NonEssential
MSMEG3682,MSMEG3682,NonEssential,NonEssential
MSMEG3683,MSMEG3683,NonEssential,NonEssential
MSMEG3684,MSMEG3684,NonEssential,NonEssential
MSMEG3685,MSMEG3685,NonEssential,NonEssential
MSMEG3686,MSMEG3686,NonEssential,NonEssential
MSMEG3687,MSMEG3687,NonEssential,NonEssential
MSMEG3688,MSMEG3688,NonEssential,NonEssential
MSMEG3689,MSMEG3689,NonEssential,NonEssential
MSMEG3690,MSMEG3690,Uncertain,NonEssential
MSMEG3691,galT,NonEssential,NonEssential
MSMEG3692,galK,NonEssential,NonEssential
MSMEG3693,MSMEG3693,NonEssential,NonEssential
MSMEG3694,MSMEG3694,NonEssential,NonEssential
MSMEG3695,MSMEG3695,NonEssential,NonEssential
MSMEG3698,MSMEG3698,NonEssential,NonEssential
MSMEG3699,MSMEG3699,NonEssential,NonEssential
MSMEG3700,MSMEG3700,NonEssential,NonEssential
MSMEG3701,MSMEG3701,NonEssential,NonEssential
MSMEG3703,MSMEG3703,NonEssential,NonEssential
MSMEG3704,MSMEG3704,NonEssential,NonEssential
MSMEG3705,MSMEG3705,NonEssential,NonEssential
MSMEG3706,aceA,NonEssential,NonEssential
MSMEG3707,MSMEG3707,NonEssential,NonEssential
MSMEG3708,MSMEG3708,NonEssential,NonEssential
MSMEG3709,MSMEG3709,NonEssential,NonEssential
MSMEG3710,MSMEG3710,NonEssential,NonEssential
MSMEG3711,MSMEG3711,NonEssential,NonEssential
MSMEG3712,MSMEG3712,NonEssential,NonEssential
MSMEG3713,MSMEG3713,NonEssential,NonEssential
MSMEG3714,MSMEG3714,NonEssential,NonEssential
MSMEG3715,MSMEG3715,NonEssential,NonEssential
MSMEG3717,MSMEG3717,Uncertain,NonEssential
MSMEG3718,MSMEG3718,NonEssential,NonEssential
MSMEG3719,MSMEG3719,NonEssential,NonEssential
MSMEG3720,MSMEG3720,NonEssential,NonEssential
MSMEG3721,pqqE,NonEssential,NonEssential
MSMEG3722,MSMEG3722,NonEssential,NonEssential
MSMEG3723,pqqC,NonEssential,NonEssential
MSMEG3724,pqqB,NonEssential,NonEssential
MSMEG3725,pqqA,NonEssential,NonEssential
MSMEG3726,MSMEG3726,NonEssential,NonEssential
MSMEG3727,MSMEG3727,NonEssential,NonEssential
MSMEG3728,MSMEG3728,NonEssential,NonEssential
MSMEG3729,katG,NonEssential,NonEssential
MSMEG3730,MSMEG3730,NonEssential,NonEssential
MSMEG3731,MSMEG3731,NonEssential,NonEssential
MSMEG3732,MSMEG3732,NonEssential,NonEssential
MSMEG3733,MSMEG3733,NonEssential,NonEssential
MSMEG3734,MSMEG3734,Uncertain,NonEssential
MSMEG3735,MSMEG3735,NonEssential,NonEssential
MSMEG3736,MSMEG3736,Unknown,NonEssential
MSMEG3737,MSMEG3737,NonEssential,NonEssential
MSMEG3738,engA,Essential,Essential
MSMEG3739,cmk,Essential,Essential
MSMEG3740,rluB,NonEssential,Essential
MSMEG3741,MSMEG3741,NonEssential,Essential
MSMEG3742,scpA,NonEssential,NonEssential
MSMEG3743,soj,NonEssential,NonEssential
MSMEG3744,xerD,NonEssential,NonEssential
MSMEG3745,MSMEG3745,NonEssential,NonEssential
MSMEG3746,pyrG,Essential,Essential
MSMEG3747,MSMEG3747,Uncertain,NonEssential
MSMEG3748,MSMEG3748,NonEssential,NonEssential
MSMEG3749,MSMEG3749,Uncertain,NonEssential
MSMEG3750,ppnK,NonEssential,Essential
MSMEG3751,MSMEG3751,NonEssential,NonEssential
MSMEG3752,MSMEG3752,NonEssential,NonEssential
MSMEG3753,MSMEG3753,NonEssential,NonEssential
MSMEG3754,MSMEG3754,NonEssential,NonEssential
MSMEG3755,rrfA,Uncertain,NonEssential
MSMEG3758,tyrS,Essential,Essential
MSMEG3759,MSMEG3759,NonEssential,NonEssential
MSMEG3760,MSMEG3760,NonEssential,NonEssential
MSMEG3761,MSMEG3761,NonEssential,NonEssential
MSMEG3762,MSMEG3762,NonEssential,NonEssential
MSMEG3763,MSMEG3763,NonEssential,NonEssential
MSMEG3764,MSMEG3764,NonEssential,NonEssential
MSMEG3765,MSMEG3765,NonEssential,NonEssential
MSMEG3766,MSMEG3766,NonEssential,NonEssential
MSMEG3767,MSMEG3767,NonEssential,NonEssential
MSMEG3768,MSMEG3768,NonEssential,NonEssential
MSMEG3769,argH,Essential,Essential
MSMEG3770,argG,Essential,Essential
MSMEG3771,argR,NonEssential,NonEssential
MSMEG3772,argF,NonEssential,Essential
MSMEG3773,argD,Essential,Essential
MSMEG3774,argB,Essential,NonEssential
MSMEG3775,argJ,Essential,NonEssential
MSMEG3776,argC,Essential,Essential
MSMEG3777,pheT,Essential,Essential
MSMEG3778,pheS,Essential,Essential
MSMEG3779,MSMEG3779,Uncertain,NonEssential
MSMEG3780,MSMEG3780,NonEssential,NonEssential
MSMEG3781,MSMEG3781,NonEssential,NonEssential
MSMEG3782,MSMEG3782,NonEssential,NonEssential
MSMEG3783,MSMEG3783,NonEssential,NonEssential
MSMEG3784,MSMEG3784,NonEssential,NonEssential
MSMEG3785,MSMEG3785,NonEssential,NonEssential
MSMEG3786,MSMEG3786,NonEssential,NonEssential
MSMEG3787,MSMEG3787,NonEssential,NonEssential
MSMEG3788,eda,NonEssential,NonEssential
MSMEG3789,MSMEG3789,NonEssential,NonEssential
MSMEG3790,MSMEG3790,NonEssential,NonEssential
MSMEG3791,rplT,Essential,NonEssential
MSMEG3792,rpmI,NonEssential,Essential
MSMEG3793,infC,Essential,Essential
MSMEG3794,MSMEG3794,Unknown,Essential
MSMEG3795,MSMEG3795,NonEssential,NonEssential
MSMEG3796,lysS,NonEssential,Essential
MSMEG3797,MSMEG3797,NonEssential,NonEssential
MSMEG3798,MSMEG3798,NonEssential,NonEssential
MSMEG3799,MSMEG3799,NonEssential,NonEssential
MSMEG3800,MSMEG3800,NonEssential,NonEssential
MSMEG3801,MSMEG3801,NonEssential,NonEssential
MSMEG3802,MSMEG3802,NonEssential,NonEssential
MSMEG3803,MSMEG3803,NonEssential,NonEssential
MSMEG3804,MSMEG3804,NonEssential,NonEssential
MSMEG3805,MSMEG3805,NonEssential,NonEssential
MSMEG3806,MSMEG3806,NonEssential,NonEssential
MSMEG3807,MSMEG3807,NonEssential,NonEssential
MSMEG3808,uvrA,NonEssential,NonEssential
MSMEG3809,MSMEG3809,NonEssential,NonEssential
MSMEG3810,MSMEG3810,NonEssential,NonEssential
MSMEG3811,MSMEG3811,NonEssential,NonEssential
MSMEG3812,MSMEG3812,NonEssential,NonEssential
MSMEG3813,MSMEG3813,NonEssential,NonEssential
MSMEG3814,MSMEG3814,Uncertain,NonEssential
MSMEG3815,MSMEG3815,NonEssential,NonEssential
MSMEG3816,uvrB,NonEssential,NonEssential
MSMEG3817,MSMEG3817,NonEssential,NonEssential
MSMEG3818,MSMEG3818,NonEssential,NonEssential
MSMEG3819,MSMEG3819,NonEssential,NonEssential
MSMEG3820,MSMEG3820,Essential,NonEssential
MSMEG3821,MSMEG3821,NonEssential,NonEssential
MSMEG3822,MSMEG3822,NonEssential,NonEssential
MSMEG3823,MSMEG3823,NonEssential,NonEssential
MSMEG3824,MSMEG3824,NonEssential,NonEssential
MSMEG3825,MSMEG3825,NonEssential,NonEssential
MSMEG3826,MSMEG3826,NonEssential,NonEssential
MSMEG3827,MSMEG3827,NonEssential,NonEssential
MSMEG3828,MSMEG3828,NonEssential,NonEssential
MSMEG3829,MSMEG3829,NonEssential,NonEssential
MSMEG3830,MSMEG3830,NonEssential,NonEssential
MSMEG3831,MSMEG3831,Uncertain,NonEssential
MSMEG3832,MSMEG3832,NonEssential,NonEssential
MSMEG3833,rpsA,Essential,Essential
MSMEG3834,MSMEG3834,NonEssential,NonEssential
MSMEG3835,MSMEG3835,Unknown,NonEssential
MSMEG3836,MSMEG3836,NonEssential,NonEssential
MSMEG3837,MSMEG3837,NonEssential,NonEssential
MSMEG3838,MSMEG3838,NonEssential,NonEssential
MSMEG3839,MSMEG3839,Essential,NonEssential
MSMEG3840,MSMEG3840,NonEssential,NonEssential
MSMEG3841,MSMEG3841,NonEssential,NonEssential
MSMEG3842,MSMEG3842,NonEssential,NonEssential
MSMEG3843,MSMEG3843,NonEssential,NonEssential
MSMEG3844,MSMEG3844,NonEssential,NonEssential
MSMEG3845,MSMEG3845,NonEssential,NonEssential
MSMEG3846,MSMEG3846,NonEssential,NonEssential
MSMEG3847,tynA,NonEssential,NonEssential
MSMEG3848,MSMEG3848,NonEssential,NonEssential
MSMEG3849,MSMEG3849,NonEssential,NonEssential
MSMEG3850,MSMEG3850,NonEssential,NonEssential
MSMEG3851,MSMEG3851,NonEssential,NonEssential
MSMEG3852,MSMEG3852,NonEssential,NonEssential
MSMEG3853,MSMEG3853,NonEssential,NonEssential
MSMEG3854,MSMEG3854,NonEssential,NonEssential
MSMEG3855,MSMEG3855,NonEssential,NonEssential
MSMEG3856,MSMEG3856,NonEssential,NonEssential
MSMEG3857,MSMEG3857,NonEssential,NonEssential
MSMEG3858,MSMEG3858,NonEssential,NonEssential
MSMEG3859,MSMEG3859,Essential,NonEssential
MSMEG3860,MSMEG3860,NonEssential,NonEssential
MSMEG3861,MSMEG3861,NonEssential,NonEssential
MSMEG3862,fxsA,NonEssential,NonEssential
MSMEG3863,MSMEG3863,NonEssential,NonEssential
MSMEG3864,cobN,NonEssential,NonEssential
MSMEG3865,MSMEG3865,NonEssential,NonEssential
MSMEG3866,MSMEG3866,NonEssential,NonEssential
MSMEG3867,MSMEG3867,NonEssential,NonEssential
MSMEG3868,MSMEG3868,NonEssential,NonEssential
MSMEG3869,MSMEG3869,NonEssential,NonEssential
MSMEG3870,MSMEG3870,NonEssential,NonEssential
MSMEG3871,cobG,NonEssential,NonEssential
MSMEG3872,cobH,NonEssential,NonEssential
MSMEG3873,MSMEG3873,NonEssential,NonEssential
MSMEG3874,MSMEG3874,NonEssential,NonEssential
MSMEG3875,cobK,NonEssential,NonEssential
MSMEG3876,MSMEG3876,NonEssential,NonEssential
MSMEG3877,cobM,NonEssential,NonEssential
MSMEG3878,cobL,NonEssential,NonEssential
MSMEG3879,MSMEG3879,NonEssential,NonEssential
MSMEG3880,MSMEG3880,NonEssential,NonEssential
MSMEG3881,MSMEG3881,NonEssential,NonEssential
MSMEG3882,MSMEG3882,NonEssential,NonEssential
MSMEG3883,MSMEG3883,NonEssential,NonEssential
MSMEG3884,MSMEG3884,NonEssential,NonEssential
MSMEG3885,MSMEG3885,NonEssential,NonEssential
MSMEG3886,tatC,Essential,Essential
MSMEG3887,tatA,Essential,NonEssential
MSMEG3888,MSMEG3888,NonEssential,NonEssential
MSMEG3889,MSMEG3889,Uncertain,NonEssential
MSMEG3890,MSMEG3890,NonEssential,NonEssential
MSMEG3891,MSMEG3891,NonEssential,NonEssential
MSMEG3892,MSMEG3892,NonEssential,NonEssential
MSMEG3893,MSMEG3893,NonEssential,NonEssential
MSMEG3894,MSMEG3894,NonEssential,NonEssential
MSMEG3895,MSMEG3895,NonEssential,NonEssential
MSMEG3896,MSMEG3896,NonEssential,NonEssential
MSMEG3897,MSMEG3897,NonEssential,NonEssential
MSMEG3898,thpD,NonEssential,NonEssential
MSMEG3899,ectC,NonEssential,NonEssential
MSMEG3900,ectB,NonEssential,NonEssential
MSMEG3901,ectA,NonEssential,NonEssential
MSMEG3902,MSMEG3902,NonEssential,NonEssential
MSMEG3903,MSMEG3903,NonEssential,NonEssential
MSMEG3904,MSMEG3904,NonEssential,NonEssential
MSMEG3905,MSMEG3905,NonEssential,NonEssential
MSMEG3906,MSMEG3906,NonEssential,Essential
MSMEG3907,MSMEG3907,NonEssential,NonEssential
MSMEG3908,MSMEG3908,NonEssential,NonEssential
MSMEG3909,MSMEG3909,NonEssential,NonEssential
MSMEG3910,MSMEG3910,NonEssential,NonEssential
MSMEG3911,MSMEG3911,NonEssential,NonEssential
MSMEG3912,MSMEG3912,NonEssential,NonEssential
MSMEG3913,MSMEG3913,Uncertain,NonEssential
MSMEG3914,MSMEG3914,NonEssential,NonEssential
MSMEG3915,MSMEG3915,NonEssential,NonEssential
MSMEG3916,MSMEG3916,NonEssential,NonEssential
MSMEG3917,MSMEG3917,NonEssential,NonEssential
MSMEG3918,MSMEG3918,NonEssential,NonEssential
MSMEG3919,MSMEG3919,NonEssential,NonEssential
MSMEG3920,MSMEG3920,NonEssential,NonEssential
MSMEG3921,MSMEG3921,NonEssential,NonEssential
MSMEG3922,MSMEG3922,NonEssential,NonEssential
MSMEG3923,MSMEG3923,NonEssential,NonEssential
MSMEG3924,MSMEG3924,NonEssential,NonEssential
MSMEG3925,MSMEG3925,NonEssential,NonEssential
MSMEG3926,MSMEG3926,NonEssential,NonEssential
MSMEG3927,MSMEG3927,NonEssential,NonEssential
MSMEG3928,MSMEG3928,NonEssential,NonEssential
MSMEG3929,MSMEG3929,NonEssential,NonEssential
MSMEG3930,MSMEG3930,NonEssential,NonEssential
MSMEG3931,MSMEG3931,NonEssential,NonEssential
MSMEG3932,MSMEG3932,NonEssential,NonEssential
MSMEG3933,MSMEG3933,NonEssential,NonEssential
MSMEG3934,MSMEG3934,NonEssential,NonEssential
MSMEG3935,MSMEG3935,NonEssential,NonEssential
MSMEG3936,MSMEG3936,NonEssential,NonEssential
MSMEG3937,MSMEG3937,NonEssential,NonEssential
MSMEG3938,MSMEG3938,NonEssential,NonEssential
MSMEG3939,MSMEG3939,NonEssential,NonEssential
MSMEG3940,MSMEG3940,NonEssential,NonEssential
MSMEG3941,MSMEG3941,NonEssential,NonEssential
MSMEG3942,MSMEG3942,NonEssential,NonEssential
MSMEG3943,MSMEG3943,NonEssential,NonEssential
MSMEG3944,MSMEG3944,NonEssential,NonEssential
MSMEG3945,MSMEG3945,NonEssential,NonEssential
MSMEG3946,MSMEG3946,NonEssential,NonEssential
MSMEG3947,MSMEG3947,NonEssential,NonEssential
MSMEG3948,MSMEG3948,NonEssential,NonEssential
MSMEG3949,MSMEG3949,NonEssential,NonEssential
MSMEG3950,MSMEG3950,NonEssential,NonEssential
MSMEG3951,MSMEG3951,NonEssential,NonEssential
MSMEG3952,MSMEG3952,NonEssential,NonEssential
MSMEG3953,MSMEG3953,NonEssential,NonEssential
MSMEG3954,MSMEG3954,NonEssential,NonEssential
MSMEG3955,MSMEG3955,NonEssential,NonEssential
MSMEG3956,MSMEG3956,NonEssential,NonEssential
MSMEG3957,MSMEG3957,NonEssential,NonEssential
MSMEG3958,MSMEG3958,NonEssential,NonEssential
MSMEG3959,MSMEG3959,NonEssential,NonEssential
MSMEG3960,MSMEG3960,NonEssential,NonEssential
MSMEG3961,MSMEG3961,NonEssential,NonEssential
MSMEG3962,MSMEG3962,NonEssential,NonEssential
MSMEG3963,MSMEG3963,NonEssential,NonEssential
MSMEG3964,MSMEG3964,NonEssential,NonEssential
MSMEG3965,MSMEG3965,NonEssential,NonEssential
MSMEG3966,MSMEG3966,NonEssential,NonEssential
MSMEG3967,MSMEG3967,NonEssential,NonEssential
MSMEG3968,MSMEG3968,NonEssential,NonEssential
MSMEG3969,MSMEG3969,NonEssential,NonEssential
MSMEG3970,MSMEG3970,NonEssential,NonEssential
MSMEG3971,MSMEG3971,NonEssential,NonEssential
MSMEG3972,MSMEG3972,NonEssential,NonEssential
MSMEG3973,MSMEG3973,NonEssential,NonEssential
MSMEG3974,MSMEG3974,Uncertain,NonEssential
MSMEG3975,MSMEG3975,NonEssential,NonEssential
MSMEG3976,MSMEG3976,NonEssential,NonEssential
MSMEG3977,MSMEG3977,NonEssential,NonEssential
MSMEG3978,ampC,NonEssential,NonEssential
MSMEG3979,MSMEG3979,Uncertain,NonEssential
MSMEG3980,MSMEG3980,NonEssential,NonEssential
MSMEG3981,MSMEG3981,NonEssential,NonEssential
MSMEG3982,MSMEG3982,NonEssential,NonEssential
MSMEG3983,MSMEG3983,Uncertain,NonEssential
MSMEG3985,MSMEG3985,NonEssential,NonEssential
MSMEG3986,MSMEG3986,NonEssential,NonEssential
MSMEG3987,MSMEG3987,NonEssential,NonEssential
MSMEG3988,MSMEG3988,NonEssential,NonEssential
MSMEG3989,MSMEG3989,NonEssential,NonEssential
MSMEG3990,MSMEG3990,NonEssential,NonEssential
MSMEG3991,MSMEG3991,NonEssential,NonEssential
MSMEG3992,MSMEG3992,NonEssential,NonEssential
MSMEG3993,MSMEG3993,NonEssential,NonEssential
MSMEG3994,MSMEG3994,NonEssential,NonEssential
MSMEG3995,MSMEG3995,NonEssential,NonEssential
MSMEG3996,hydA,NonEssential,NonEssential
MSMEG3997,MSMEG3997,NonEssential,NonEssential
MSMEG3998,MSMEG3998,NonEssential,NonEssential
MSMEG3999,MSMEG3999,NonEssential,NonEssential
MSMEG4000,MSMEG4000,NonEssential,NonEssential
MSMEG4001,MSMEG4001,NonEssential,NonEssential
MSMEG4002,MSMEG4002,NonEssential,NonEssential
MSMEG4003,MSMEG4003,NonEssential,NonEssential
MSMEG4004,MSMEG4004,NonEssential,NonEssential
MSMEG4005,MSMEG4005,NonEssential,NonEssential
MSMEG4006,MSMEG4006,NonEssential,NonEssential
MSMEG4007,MSMEG4007,NonEssential,NonEssential
MSMEG4008,MSMEG4008,NonEssential,NonEssential
MSMEG4009,MSMEG4009,NonEssential,NonEssential
MSMEG4010,MSMEG4010,NonEssential,NonEssential
MSMEG4011,MSMEG4011,NonEssential,NonEssential
MSMEG4012,hydA,NonEssential,NonEssential
MSMEG4013,MSMEG4013,NonEssential,NonEssential
MSMEG4014,MSMEG4014,NonEssential,NonEssential
MSMEG4015,MSMEG4015,Unknown,NonEssential
MSMEG4017,MSMEG4017,NonEssential,NonEssential
MSMEG4018,MSMEG4018,NonEssential,NonEssential
MSMEG4019,MSMEG4019,NonEssential,NonEssential
MSMEG4020,MSMEG4020,NonEssential,NonEssential
MSMEG4021,MSMEG4021,Unknown,NonEssential
MSMEG4022,MSMEG4022,NonEssential,NonEssential
MSMEG4023,MSMEG4023,NonEssential,NonEssential
MSMEG4024,MSMEG4024,NonEssential,NonEssential
MSMEG4025,MSMEG4025,NonEssential,NonEssential
MSMEG4026,MSMEG4026,NonEssential,NonEssential
MSMEG4027,MSMEG4027,NonEssential,NonEssential
MSMEG4028,MSMEG4028,NonEssential,NonEssential
MSMEG4029,MSMEG4029,NonEssential,NonEssential
MSMEG4030,MSMEG4030,NonEssential,NonEssential
MSMEG4031,MSMEG4031,NonEssential,NonEssential
MSMEG4032,MSMEG4032,NonEssential,NonEssential
MSMEG4033,MSMEG4033,NonEssential,NonEssential
MSMEG4034,MSMEG4034,NonEssential,NonEssential
MSMEG4035,MSMEG4035,NonEssential,NonEssential
MSMEG4036,MSMEG4036,NonEssential,NonEssential
MSMEG4037,MSMEG4037,NonEssential,NonEssential
MSMEG4038,MSMEG4038,NonEssential,NonEssential
MSMEG4039,MSMEG4039,NonEssential,NonEssential
MSMEG4040,MSMEG4040,NonEssential,NonEssential
MSMEG4041,MSMEG4041,NonEssential,NonEssential
MSMEG4042,MSMEG4042,NonEssential,NonEssential
MSMEG4043,MSMEG4043,NonEssential,NonEssential
MSMEG4044,MSMEG4044,NonEssential,NonEssential
MSMEG4045,MSMEG4045,NonEssential,NonEssential
MSMEG4046,MSMEG4046,NonEssential,NonEssential
MSMEG4047,MSMEG4047,NonEssential,NonEssential
MSMEG4048,MSMEG4048,NonEssential,NonEssential
MSMEG4049,MSMEG4049,NonEssential,NonEssential
MSMEG4050,MSMEG4050,NonEssential,NonEssential
MSMEG4052,MSMEG4052,NonEssential,NonEssential
MSMEG4053,MSMEG4053,NonEssential,NonEssential
MSMEG4054,MSMEG4054,NonEssential,NonEssential
MSMEG4055,MSMEG4055,NonEssential,NonEssential
MSMEG4056,MSMEG4056,NonEssential,NonEssential
MSMEG4057,MSMEG4057,NonEssential,NonEssential
MSMEG4058,MSMEG4058,NonEssential,NonEssential
MSMEG4059,MSMEG4059,NonEssential,NonEssential
MSMEG4060,MSMEG4060,Uncertain,NonEssential
MSMEG4061,MSMEG4061,NonEssential,NonEssential
MSMEG4062,MSMEG4062,NonEssential,NonEssential
MSMEG4063,MSMEG4063,NonEssential,NonEssential
MSMEG4064,MSMEG4064,NonEssential,NonEssential
MSMEG4065,MSMEG4065,NonEssential,NonEssential
MSMEG4066,MSMEG4066,NonEssential,NonEssential
MSMEG4067,MSMEG4067,NonEssential,NonEssential
MSMEG4069,MSMEG4069,NonEssential,NonEssential
MSMEG4070,MSMEG4070,NonEssential,NonEssential
MSMEG4071,MSMEG4071,Uncertain,NonEssential
MSMEG4073,MSMEG4073,Uncertain,NonEssential
MSMEG4074,MSMEG4074,NonEssential,NonEssential
MSMEG4075,MSMEG4075,NonEssential,NonEssential
MSMEG4076,MSMEG4076,NonEssential,NonEssential
MSMEG4077,MSMEG4077,NonEssential,NonEssential
MSMEG4078,MSMEG4078,NonEssential,NonEssential
MSMEG4079,MSMEG4079,NonEssential,NonEssential
MSMEG4080,MSMEG4080,Uncertain,NonEssential
MSMEG4082,MSMEG4082,NonEssential,NonEssential
MSMEG4083,MSMEG4083,NonEssential,NonEssential
MSMEG4084,MSMEG4084,NonEssential,NonEssential
MSMEG4085,MSMEG4085,NonEssential,NonEssential
MSMEG4086,ssuD,NonEssential,NonEssential
MSMEG4087,MSMEG4087,NonEssential,NonEssential
MSMEG4090,MSMEG4090,NonEssential,NonEssential
MSMEG4091,ssuD,NonEssential,NonEssential
MSMEG4092,MSMEG4092,NonEssential,NonEssential
MSMEG4093,MSMEG4093,NonEssential,NonEssential
MSMEG4094,MSMEG4094,NonEssential,NonEssential
MSMEG4095,MSMEG4095,NonEssential,NonEssential
MSMEG4096,ssuD,NonEssential,NonEssential
MSMEG4097,MSMEG4097,NonEssential,NonEssential
MSMEG4098,MSMEG4098,NonEssential,NonEssential
MSMEG4099,MSMEG4099,NonEssential,NonEssential
MSMEG4100,MSMEG4100,NonEssential,NonEssential
MSMEG4101,MSMEG4101,NonEssential,NonEssential
MSMEG4102,MSMEG4102,NonEssential,NonEssential
MSMEG4103,MSMEG4103,NonEssential,NonEssential
MSMEG4104,MSMEG4104,NonEssential,NonEssential
MSMEG4107,MSMEG4107,NonEssential,NonEssential
MSMEG4108,pntB,NonEssential,NonEssential
MSMEG4109,pntA,NonEssential,NonEssential
MSMEG4110,MSMEG4110,NonEssential,NonEssential
MSMEG4111,MSMEG4111,NonEssential,NonEssential
MSMEG4112,MSMEG4112,NonEssential,NonEssential
MSMEG4113,MSMEG4113,NonEssential,NonEssential
MSMEG4114,menB,NonEssential,NonEssential
MSMEG4115,MSMEG4115,NonEssential,NonEssential
MSMEG4116,MSMEG4116,NonEssential,NonEssential
MSMEG4117,MSMEG4117,NonEssential,NonEssential
MSMEG4118,MSMEG4118,NonEssential,NonEssential
MSMEG4119,MSMEG4119,NonEssential,NonEssential
MSMEG4120,MSMEG4120,NonEssential,NonEssential
MSMEG4121,MSMEG4121,NonEssential,NonEssential
MSMEG4122,MSMEG4122,NonEssential,NonEssential
MSMEG4123,MSMEG4123,NonEssential,NonEssential
MSMEG4124,MSMEG4124,NonEssential,NonEssential
MSMEG4125,MSMEG4125,NonEssential,NonEssential
MSMEG4126,MSMEG4126,NonEssential,NonEssential
MSMEG4127,MSMEG4127,NonEssential,NonEssential
MSMEG4128,MSMEG4128,NonEssential,NonEssential
MSMEG4129,MSMEG4129,NonEssential,NonEssential
MSMEG4130,MSMEG4130,NonEssential,NonEssential
MSMEG4131,MSMEG4131,NonEssential,NonEssential
MSMEG4134,MSMEG4134,Uncertain,NonEssential
MSMEG4135,MSMEG4135,NonEssential,NonEssential
MSMEG4136,MSMEG4136,NonEssential,NonEssential
MSMEG4137,MSMEG4137,NonEssential,NonEssential
MSMEG4138,MSMEG4138,NonEssential,NonEssential
MSMEG4139,MSMEG4139,Uncertain,NonEssential
MSMEG4140,MSMEG4140,NonEssential,NonEssential
MSMEG4141,MSMEG4141,NonEssential,NonEssential
MSMEG4142,MSMEG4142,NonEssential,NonEssential
MSMEG4143,MSMEG4143,NonEssential,NonEssential
MSMEG4144,MSMEG4144,NonEssential,NonEssential
MSMEG4145,MSMEG4145,NonEssential,NonEssential
