locus_tag,name,tnseq_ess,crispr_ess
MSMEG3136,MSMEG3136,NonEssential,NonEssential
MSMEG3137,MSMEG3137,NonEssential,NonEssential
MSMEG3138,trx,NonEssential,NonEssential
MSMEG3139,MSMEG3139,NonEssential,NonEssential
MSMEG3140,MSMEG3140,NonEssential,NonEssential
MSMEG3141,MSMEG3141,NonEssential,NonEssential
MSMEG3142,MSMEG3142,NonEssential,NonEssential
MSMEG3143,acnA,Essential,Essential
MSMEG3144,MSMEG3144,NonEssential,Essential
MSMEG3145,MSMEG3145,NonEssential,Essential
MSMEG3146,MSMEG3146,NonEssential,NonEssential
MSMEG3147,moxR,NonEssential,NonEssential
MSMEG3148,MSMEG3148,NonEssential,NonEssential
MSMEG3149,MSMEG3149,NonEssential,NonEssential
MSMEG3150,fabG,Essential,Essential
MSMEG3151,MSMEG3151,Essential,Essential
MSMEG3152,hemH,Essential,Essential
MSMEG3153,MSMEG3153,NonEssential,NonEssential
MSMEG3154,MSMEG3154,NonEssential,NonEssential
MSMEG3155,MSMEG3155,NonEssential,NonEssential
MSMEG3156,MSMEG3156,NonEssential,NonEssential
MSMEG3157,MSMEG3157,NonEssential,NonEssential
MSMEG3158,mutA,NonEssential,NonEssential
MSMEG3159,MSMEG3159,NonEssential,NonEssential
MSMEG3160,MSMEG3160,NonEssential,NonEssential
MSMEG3161,MSMEG3161,NonEssential,NonEssential
MSMEG3162,MSMEG3162,NonEssential,NonEssential
MSMEG3163,MSMEG3163,NonEssential,NonEssential
MSMEG3164,MSMEG3164,NonEssential,NonEssential
MSMEG3168,MSMEG3168,NonEssential,NonEssential
MSMEG3169,ileS,Essential,Essential
MSMEG3170,MSMEG3170,Unknown,NonEssential
MSMEG3171,MSMEG3171,NonEssential,NonEssential
MSMEG3172,MSMEG3172,NonEssential,NonEssential
MSMEG3173,MSMEG3173,NonEssential,NonEssential
MSMEG3174,lspA,NonEssential,NonEssential
MSMEG3175,MSMEG3175,NonEssential,NonEssential
MSMEG3176,rarD,NonEssential,NonEssential
MSMEG3177,MSMEG3177,NonEssential,NonEssential
MSMEG3178,dnaE,Essential,Essential
MSMEG3179,MSMEG3179,NonEssential,NonEssential
MSMEG3180,MSMEG3180,NonEssential,NonEssential
MSMEG3181,MSMEG3181,NonEssential,NonEssential
MSMEG3182,MSMEG3182,NonEssential,NonEssential
MSMEG3183,ilvA,Essential,NonEssential
MSMEG3184,treZ,NonEssential,NonEssential
MSMEG3185,MSMEG3185,Uncertain,NonEssential
MSMEG3186,glgX,NonEssential,NonEssential
MSMEG3187,MSMEG3187,NonEssential,NonEssential
MSMEG3188,bioA,NonEssential,NonEssential
MSMEG3189,bioF,NonEssential,NonEssential
MSMEG3190,bioD,NonEssential,NonEssential
MSMEG3191,MSMEG3191,NonEssential,NonEssential
MSMEG3192,MSMEG3192,NonEssential,NonEssential
MSMEG3193,MSMEG3193,NonEssential,NonEssential
MSMEG3194,bioB,NonEssential,NonEssential
MSMEG3195,MSMEG3195,NonEssential,NonEssential
MSMEG3196,MSMEG3196,NonEssential,NonEssential
MSMEG3197,MSMEG3197,NonEssential,NonEssential
MSMEG3198,MSMEG3198,NonEssential,NonEssential
MSMEG3199,nadA,NonEssential,NonEssential
MSMEG3200,nadB,NonEssential,NonEssential
MSMEG3201,nadC,NonEssential,NonEssential
MSMEG3202,MSMEG3202,NonEssential,NonEssential
MSMEG3203,MSMEG3203,NonEssential,NonEssential
MSMEG3204,MSMEG3204,NonEssential,NonEssential
MSMEG3205,hisD,Essential,Essential
MSMEG3206,hisC,Essential,Essential
MSMEG3207,hisB,Essential,Essential
MSMEG3208,hisH,Essential,Essential
MSMEG3209,MSMEG3209,Essential,Essential
MSMEG3210,MSMEG3210,NonEssential,Essential
MSMEG3211,hisF,NonEssential,Essential
MSMEG3212,hisI,NonEssential,NonEssential
MSMEG3213,MSMEG3213,Essential,Essential
MSMEG3214,MSMEG3214,NonEssential,NonEssential
MSMEG3215,MSMEG3215,NonEssential,NonEssential
MSMEG3216,MSMEG3216,NonEssential,NonEssential
MSMEG3217,trpE,Essential,Essential
MSMEG3218,MSMEG3218,Essential,NonEssential
MSMEG3219,trpC,Essential,Essential
MSMEG3220,trpB,Essential,Essential
MSMEG3221,trpA,Essential,Essential
MSMEG3222,MSMEG3222,NonEssential,NonEssential
MSMEG3223,MSMEG3223,NonEssential,NonEssential
MSMEG3224,MSMEG3224,NonEssential,NonEssential
MSMEG3225,MSMEG3225,NonEssential,Essential
MSMEG3226,MSMEG3226,NonEssential,Essential
MSMEG3227,pyk,NonEssential,NonEssential
MSMEG3228,MSMEG3228,NonEssential,NonEssential
MSMEG3229,MSMEG3229,NonEssential,NonEssential
MSMEG3230,MSMEG3230,Uncertain,NonEssential
MSMEG3231,cydD,NonEssential,NonEssential
MSMEG3232,cydB,NonEssential,NonEssential
MSMEG3233,MSMEG3233,NonEssential,NonEssential
MSMEG3234,MSMEG3234,NonEssential,NonEssential
MSMEG3235,MSMEG3235,NonEssential,NonEssential
MSMEG3236,MSMEG3236,NonEssential,NonEssential
MSMEG3237,MSMEG3237,NonEssential,NonEssential
MSMEG3238,MSMEG3238,NonEssential,NonEssential
MSMEG3239,MSMEG3239,NonEssential,NonEssential
MSMEG3240,MSMEG3240,NonEssential,NonEssential
MSMEG3241,MSMEG3241,NonEssential,NonEssential
MSMEG3242,MSMEG3242,NonEssential,NonEssential
MSMEG3243,MSMEG3243,Uncertain,NonEssential
MSMEG3244,MSMEG3244,NonEssential,NonEssential
MSMEG3245,MSMEG3245,Uncertain,Essential
MSMEG3246,MSMEG3246,NonEssential,NonEssential
MSMEG3247,MSMEG3247,NonEssential,NonEssential
MSMEG3248,MSMEG3248,NonEssential,NonEssential
MSMEG3249,MSMEG3249,NonEssential,NonEssential
MSMEG3250,MSMEG3250,NonEssential,NonEssential
MSMEG3251,MSMEG3251,NonEssential,NonEssential
MSMEG3252,MSMEG3252,NonEssential,NonEssential
MSMEG3253,MSMEG3253,NonEssential,NonEssential
MSMEG3254,MSMEG3254,NonEssential,NonEssential
MSMEG3255,MSMEG3255,NonEssential,NonEssential
MSMEG3256,MSMEG3256,NonEssential,NonEssential
MSMEG3257,xylB,NonEssential,NonEssential
MSMEG3259,MSMEG3259,NonEssential,NonEssential
MSMEG3260,MSMEG3260,NonEssential,NonEssential
MSMEG3261,MSMEG3261,NonEssential,NonEssential
MSMEG3262,MSMEG3262,NonEssential,NonEssential
MSMEG3263,MSMEG3263,NonEssential,NonEssential
MSMEG3264,MSMEG3264,NonEssential,NonEssential
MSMEG3265,MSMEG3265,NonEssential,NonEssential
MSMEG3266,MSMEG3266,NonEssential,NonEssential
MSMEG3267,MSMEG3267,NonEssential,NonEssential
MSMEG3268,MSMEG3268,NonEssential,NonEssential
MSMEG3269,MSMEG3269,NonEssential,NonEssential
MSMEG3270,MSMEG3270,NonEssential,NonEssential
MSMEG3271,MSMEG3271,NonEssential,NonEssential
MSMEG3272,MSMEG3272,NonEssential,NonEssential
MSMEG3273,MSMEG3273,NonEssential,NonEssential
MSMEG3274,MSMEG3274,NonEssential,NonEssential
MSMEG3275,MSMEG3275,NonEssential,NonEssential
MSMEG3276,MSMEG3276,NonEssential,NonEssential
MSMEG3277,MSMEG3277,NonEssential,NonEssential
MSMEG3278,MSMEG3278,NonEssential,NonEssential
MSMEG3279,MSMEG3279,NonEssential,NonEssential
MSMEG3280,MSMEG3280,NonEssential,NonEssential
MSMEG3281,MSMEG3281,NonEssential,NonEssential
MSMEG3282,MSMEG3282,NonEssential,NonEssential
MSMEG3283,MSMEG3283,NonEssential,NonEssential
MSMEG3284,MSMEG3284,NonEssential,NonEssential
MSMEG3285,MSMEG3285,NonEssential,NonEssential
MSMEG3286,MSMEG3286,NonEssential,NonEssential
MSMEG3287,MSMEG3287,NonEssential,NonEssential
MSMEG3288,MSMEG3288,NonEssential,NonEssential
MSMEG3289,MSMEG3289,NonEssential,NonEssential
MSMEG3290,MSMEG3290,NonEssential,NonEssential
MSMEG3291,MSMEG3291,Unknown,NonEssential
MSMEG3292,MSMEG3292,NonEssential,NonEssential
MSMEG3293,MSMEG3293,NonEssential,NonEssential
MSMEG3296,MSMEG3296,NonEssential,NonEssential
MSMEG3297,MSMEG3297,NonEssential,NonEssential
MSMEG3298,MSMEG3298,NonEssential,NonEssential
MSMEG3299,MSMEG3299,Uncertain,NonEssential
MSMEG3300,MSMEG3300,NonEssential,NonEssential
MSMEG3301,MSMEG3301,NonEssential,NonEssential
MSMEG3302,MSMEG3302,NonEssential,NonEssential
MSMEG3303,MSMEG3303,NonEssential,NonEssential
MSMEG3304,MSMEG3304,NonEssential,NonEssential
MSMEG3305,MSMEG3305,NonEssential,NonEssential
MSMEG3306,MSMEG3306,NonEssential,NonEssential
MSMEG3307,MSMEG3307,Uncertain,NonEssential
MSMEG3308,MSMEG3308,NonEssential,NonEssential
MSMEG3309,MSMEG3309,NonEssential,NonEssential
MSMEG3310,MSMEG3310,NonEssential,NonEssential
MSMEG3311,MSMEG3311,NonEssential,NonEssential
MSMEG3312,MSMEG3312,NonEssential,NonEssential
MSMEG3313,MSMEG3313,NonEssential,NonEssential
MSMEG3314,MSMEG3314,NonEssential,NonEssential
MSMEG3315,MSMEG3315,NonEssential,NonEssential
MSMEG3316,MSMEG3316,NonEssential,NonEssential
MSMEG3317,dapB,NonEssential,NonEssential
MSMEG3318,MSMEG3318,NonEssential,NonEssential
MSMEG3319,MSMEG3319,NonEssential,NonEssential
MSMEG3320,MSMEG3320,Uncertain,NonEssential
MSMEG3321,MSMEG3321,NonEssential,NonEssential
MSMEG3322,MSMEG3322,NonEssential,NonEssential
MSMEG3323,MSMEG3323,NonEssential,NonEssential
MSMEG3324,MSMEG3324,NonEssential,NonEssential
MSMEG3325,MSMEG3325,NonEssential,NonEssential
MSMEG3326,MSMEG3326,NonEssential,NonEssential
MSMEG3327,MSMEG3327,NonEssential,NonEssential
MSMEG3328,MSMEG3328,NonEssential,NonEssential
MSMEG3329,MSMEG3329,NonEssential,NonEssential
MSMEG3331,MSMEG3331,NonEssential,NonEssential
MSMEG3332,MSMEG3332,NonEssential,NonEssential
MSMEG3333,MSMEG3333,Uncertain,NonEssential
MSMEG3334,MSMEG3334,Essential,NonEssential
MSMEG3335,MSMEG3335,NonEssential,NonEssential
MSMEG3336,MSMEG3336,NonEssential,NonEssential
MSMEG3337,MSMEG3337,NonEssential,NonEssential
MSMEG3338,MSMEG3338,NonEssential,NonEssential
MSMEG3339,MSMEG3339,NonEssential,NonEssential
MSMEG3340,MSMEG3340,NonEssential,NonEssential
MSMEG3342,MSMEG3342,NonEssential,NonEssential
MSMEG3343,MSMEG3343,NonEssential,NonEssential
MSMEG3344,MSMEG3344,NonEssential,NonEssential
MSMEG3345,MSMEG3345,NonEssential,NonEssential
MSMEG3346,MSMEG3346,NonEssential,NonEssential
MSMEG3347,MSMEG3347,NonEssential,NonEssential
MSMEG3348,MSMEG3348,NonEssential,NonEssential
MSMEG3349,MSMEG3349,NonEssential,NonEssential
MSMEG3350,MSMEG3350,NonEssential,NonEssential
MSMEG3351,MSMEG3351,NonEssential,NonEssential
MSMEG3352,MSMEG3352,NonEssential,NonEssential
MSMEG3353,MSMEG3353,NonEssential,NonEssential
MSMEG3354,MSMEG3354,NonEssential,NonEssential
MSMEG3355,MSMEG3355,NonEssential,NonEssential
MSMEG3356,MSMEG3356,NonEssential,NonEssential
MSMEG3357,MSMEG3357,NonEssential,NonEssential
MSMEG3358,MSMEG3358,NonEssential,NonEssential
MSMEG3359,MSMEG3359,NonEssential,NonEssential
MSMEG3360,MSMEG3360,NonEssential,NonEssential
MSMEG3361,MSMEG3361,NonEssential,NonEssential
MSMEG3362,MSMEG3362,NonEssential,NonEssential
MSMEG3363,MSMEG3363,NonEssential,NonEssential
MSMEG3364,MSMEG3364,NonEssential,NonEssential
MSMEG3365,MSMEG3365,NonEssential,NonEssential
MSMEG3366,MSMEG3366,NonEssential,NonEssential
MSMEG3367,MSMEG3367,NonEssential,NonEssential
MSMEG3368,MSMEG3368,NonEssential,NonEssential
MSMEG3369,MSMEG3369,NonEssential,NonEssential
MSMEG3370,MSMEG3370,NonEssential,NonEssential
MSMEG3371,MSMEG3371,Uncertain,NonEssential
MSMEG3372,MSMEG3372,NonEssential,NonEssential
MSMEG3373,MSMEG3373,NonEssential,NonEssential
MSMEG3374,MSMEG3374,NonEssential,NonEssential
MSMEG3375,MSMEG3375,NonEssential,NonEssential
MSMEG3376,MSMEG3376,NonEssential,NonEssential
MSMEG3377,MSMEG3377,NonEssential,NonEssential
MSMEG3378,MSMEG3378,NonEssential,NonEssential
MSMEG3379,MSMEG3379,NonEssential,NonEssential
MSMEG3380,MSMEG3380,NonEssential,NonEssential
MSMEG3381,MSMEG3381,NonEssential,NonEssential
MSMEG3382,MSMEG3382,NonEssential,NonEssential
MSMEG3383,MSMEG3383,NonEssential,NonEssential
MSMEG3384,MSMEG3384,NonEssential,NonEssential
MSMEG3385,MSMEG3385,NonEssential,NonEssential
MSMEG3386,MSMEG3386,NonEssential,NonEssential
MSMEG3387,MSMEG3387,NonEssential,NonEssential
MSMEG3388,MSMEG3388,NonEssential,NonEssential
MSMEG3389,MSMEG3389,NonEssential,NonEssential
MSMEG3390,MSMEG3390,NonEssential,NonEssential
MSMEG3391,MSMEG3391,NonEssential,NonEssential
MSMEG3392,MSMEG3392,NonEssential,NonEssential
MSMEG3393,MSMEG3393,NonEssential,NonEssential
MSMEG3394,MSMEG3394,NonEssential,NonEssential
MSMEG3395,MSMEG3395,NonEssential,NonEssential
MSMEG3396,MSMEG3396,NonEssential,NonEssential
MSMEG3397,MSMEG3397,NonEssential,NonEssential
MSMEG3398,MSMEG3398,NonEssential,NonEssential
MSMEG3399,MSMEG3399,Uncertain,NonEssential
MSMEG3400,MSMEG3400,NonEssential,NonEssential
MSMEG3401,MSMEG3401,NonEssential,NonEssential
MSMEG3402,MSMEG3402,NonEssential,NonEssential
MSMEG3403,amiF,NonEssential,NonEssential
MSMEG3404,MSMEG3404,NonEssential,NonEssential
MSMEG3405,MSMEG3405,NonEssential,NonEssential
MSMEG3406,MSMEG3406,NonEssential,NonEssential
MSMEG3407,MSMEG3407,NonEssential,NonEssential
MSMEG3408,MSMEG3408,NonEssential,NonEssential
MSMEG3409,MSMEG3409,NonEssential,NonEssential
MSMEG3410,MSMEG3410,NonEssential,NonEssential
MSMEG3411,MSMEG3411,NonEssential,NonEssential
MSMEG3412,MSMEG3412,NonEssential,NonEssential
MSMEG3413,MSMEG3413,Uncertain,NonEssential
MSMEG3414,MSMEG3414,NonEssential,NonEssential
MSMEG3415,MSMEG3415,NonEssential,NonEssential
MSMEG3416,MSMEG3416,NonEssential,NonEssential
MSMEG3417,MSMEG3417,NonEssential,NonEssential
MSMEG3418,MSMEG3418,NonEssential,NonEssential
MSMEG3419,MSMEG3419,NonEssential,NonEssential
MSMEG3420,MSMEG3420,NonEssential,NonEssential
MSMEG3421,MSMEG3421,NonEssential,NonEssential
MSMEG3422,MSMEG3422,NonEssential,NonEssential
MSMEG3423,MSMEG3423,NonEssential,NonEssential
MSMEG3424,MSMEG3424,NonEssential,NonEssential
MSMEG3425,MSMEG3425,NonEssential,NonEssential
MSMEG3426,MSMEG3426,NonEssential,NonEssential
MSMEG3427,MSMEG3427,NonEssential,NonEssential
MSMEG3428,MSMEG3428,NonEssential,NonEssential
MSMEG3429,MSMEG3429,NonEssential,NonEssential
MSMEG3430,MSMEG3430,NonEssential,NonEssential
MSMEG3431,MSMEG3431,NonEssential,NonEssential
MSMEG3432,MSMEG3432,NonEssential,NonEssential
MSMEG3434,MSMEG3434,NonEssential,NonEssential
MSMEG3435,MSMEG3435,NonEssential,NonEssential
MSMEG3436,MSMEG3436,NonEssential,NonEssential
MSMEG3437,MSMEG3437,NonEssential,NonEssential
MSMEG3438,MSMEG3438,NonEssential,NonEssential
MSMEG3439,MSMEG3439,NonEssential,NonEssential
MSMEG3440,sdaA,NonEssential,NonEssential
MSMEG3441,MSMEG3441,NonEssential,NonEssential
MSMEG3442,MSMEG3442,NonEssential,NonEssential
MSMEG3443,MSMEG3443,Unknown,NonEssential
MSMEG3444,MSMEG3444,NonEssential,NonEssential
MSMEG3445,MSMEG3445,NonEssential,NonEssential
MSMEG3446,MSMEG3446,NonEssential,NonEssential
MSMEG3447,MSMEG3447,NonEssential,NonEssential
MSMEG3448,MSMEG3448,NonEssential,NonEssential
MSMEG3449,MSMEG3449,NonEssential,NonEssential
MSMEG3450,dehII,NonEssential,NonEssential
MSMEG3451,MSMEG3451,NonEssential,NonEssential
MSMEG3452,MSMEG3452,NonEssential,NonEssential
MSMEG3453,MSMEG3453,NonEssential,NonEssential
MSMEG3454,MSMEG3454,NonEssential,NonEssential
MSMEG3455,hslR,NonEssential,NonEssential
MSMEG3456,MSMEG3456,NonEssential,NonEssential
MSMEG3457,MSMEG3457,NonEssential,NonEssential
MSMEG3458,MSMEG3458,NonEssential,NonEssential
MSMEG3459,MSMEG3459,NonEssential,NonEssential
MSMEG3460,MSMEG3460,NonEssential,NonEssential
MSMEG3461,katG,NonEssential,NonEssential
MSMEG3462,MSMEG3462,NonEssential,NonEssential
MSMEG3463,MSMEG3463,NonEssential,NonEssential
MSMEG3464,MSMEG3464,NonEssential,NonEssential
MSMEG3465,MSMEG3465,NonEssential,NonEssential
MSMEG3466,MSMEG3466,NonEssential,NonEssential
MSMEG3467,MSMEG3467,NonEssential,NonEssential
MSMEG3468,MSMEG3468,NonEssential,NonEssential
MSMEG3469,MSMEG3469,NonEssential,NonEssential
MSMEG3470,MSMEG3470,NonEssential,NonEssential
MSMEG3471,MSMEG3471,NonEssential,NonEssential
MSMEG3472,MSMEG3472,NonEssential,NonEssential
MSMEG3473,upp,NonEssential,NonEssential
MSMEG3474,MSMEG3474,NonEssential,NonEssential
MSMEG3475,MSMEG3475,NonEssential,NonEssential
MSMEG3476,MSMEG3476,NonEssential,NonEssential
MSMEG3477,MSMEG3477,NonEssential,NonEssential
MSMEG3478,MSMEG3478,NonEssential,NonEssential
MSMEG3479,tpx,NonEssential,NonEssential
MSMEG3480,MSMEG3480,NonEssential,NonEssential
MSMEG3481,MSMEG3481,NonEssential,NonEssential
MSMEG3482,MSMEG3482,NonEssential,NonEssential
MSMEG3483,MSMEG3483,NonEssential,NonEssential
MSMEG3484,MSMEG3484,NonEssential,NonEssential
MSMEG3485,MSMEG3485,NonEssential,NonEssential
MSMEG3486,katA,NonEssential,NonEssential
MSMEG3487,MSMEG3487,NonEssential,NonEssential
MSMEG3488,MSMEG3488,NonEssential,NonEssential
MSMEG3489,MSMEG3489,NonEssential,NonEssential
MSMEG3490,MSMEG3490,NonEssential,NonEssential
MSMEG3491,MSMEG3491,NonEssential,NonEssential
MSMEG3492,MSMEG3492,NonEssential,NonEssential
MSMEG3493,MSMEG3493,NonEssential,NonEssential
MSMEG3494,MSMEG3494,NonEssential,NonEssential
MSMEG3495,MSMEG3495,NonEssential,NonEssential
MSMEG3496,MSMEG3496,NonEssential,NonEssential
MSMEG3497,MSMEG3497,NonEssential,NonEssential
MSMEG3498,MSMEG3498,NonEssential,NonEssential
MSMEG3499,MSMEG3499,NonEssential,NonEssential
MSMEG3500,MSMEG3500,NonEssential,NonEssential
MSMEG3501,MSMEG3501,NonEssential,NonEssential
MSMEG3502,MSMEG3502,NonEssential,NonEssential
MSMEG3503,MSMEG3503,NonEssential,NonEssential
MSMEG3504,MSMEG3504,NonEssential,NonEssential
MSMEG3505,MSMEG3505,NonEssential,NonEssential
MSMEG3506,MSMEG3506,NonEssential,NonEssential
MSMEG3507,MSMEG3507,NonEssential,NonEssential
MSMEG3508,MSMEG3508,NonEssential,NonEssential
MSMEG3509,MSMEG3509,NonEssential,NonEssential
MSMEG3511,MSMEG3511,NonEssential,NonEssential
MSMEG3512,MSMEG3512,NonEssential,NonEssential
MSMEG3513,MSMEG3513,NonEssential,NonEssential
MSMEG3514,MSMEG3514,NonEssential,NonEssential
MSMEG3515,MSMEG3515,NonEssential,NonEssential
MSMEG3516,MSMEG3516,Uncertain,NonEssential
MSMEG3517,MSMEG3517,NonEssential,NonEssential
MSMEG3518,MSMEG3518,NonEssential,NonEssential
MSMEG3519,MSMEG3519,NonEssential,NonEssential
MSMEG3520,MSMEG3520,NonEssential,NonEssential
MSMEG3521,MSMEG3521,NonEssential,NonEssential
MSMEG3522,MSMEG3522,NonEssential,NonEssential
MSMEG3523,MSMEG3523,NonEssential,NonEssential
MSMEG3524,MSMEG3524,NonEssential,NonEssential
MSMEG3525,MSMEG3525,NonEssential,NonEssential
MSMEG3526,MSMEG3526,NonEssential,NonEssential
MSMEG3527,MSMEG3527,NonEssential,NonEssential
MSMEG3528,MSMEG3528,NonEssential,NonEssential
MSMEG3529,MSMEG3529,NonEssential,NonEssential
MSMEG3530,MSMEG3530,NonEssential,NonEssential
MSMEG3531,MSMEG3531,NonEssential,NonEssential
MSMEG3532,MSMEG3532,NonEssential,NonEssential
MSMEG3533,MSMEG3533,NonEssential,NonEssential
MSMEG3534,MSMEG3534,NonEssential,NonEssential
MSMEG3535,speB,NonEssential,NonEssential
MSMEG3536,MSMEG3536,NonEssential,NonEssential
MSMEG3537,MSMEG3537,NonEssential,NonEssential
MSMEG3538,MSMEG3538,NonEssential,NonEssential
MSMEG3539,MSMEG3539,NonEssential,NonEssential
MSMEG3540,MSMEG3540,Unknown,NonEssential
MSMEG3541,MSMEG3541,NonEssential,NonEssential
MSMEG3542,MSMEG3542,NonEssential,NonEssential
MSMEG3543,MSMEG3543,NonEssential,NonEssential
MSMEG3544,MSMEG3544,NonEssential,NonEssential
MSMEG3545,MSMEG3545,NonEssential,NonEssential
MSMEG3546,MSMEG3546,NonEssential,NonEssential
MSMEG3547,ehuB,NonEssential,NonEssential
MSMEG3548,ehuC,NonEssential,NonEssential
MSMEG3549,ehuD,NonEssential,NonEssential
MSMEG3550,ehuA,NonEssential,NonEssential
MSMEG3551,MSMEG3551,NonEssential,NonEssential
MSMEG3552,MSMEG3552,NonEssential,NonEssential
MSMEG3553,hydA,NonEssential,NonEssential
MSMEG3554,MSMEG3554,NonEssential,NonEssential
MSMEG3555,MSMEG3555,NonEssential,NonEssential
MSMEG3556,MSMEG3556,NonEssential,NonEssential
MSMEG3557,MSMEG3557,NonEssential,NonEssential
MSMEG3558,MSMEG3558,NonEssential,NonEssential
MSMEG3559,MSMEG3559,NonEssential,NonEssential
MSMEG3560,MSMEG3560,NonEssential,NonEssential
MSMEG3561,glnA,NonEssential,NonEssential
MSMEG3562,pcaC,NonEssential,NonEssential
MSMEG3563,MSMEG3563,NonEssential,NonEssential
MSMEG3564,bfr,NonEssential,NonEssential
MSMEG3565,MSMEG3565,Essential,NonEssential
MSMEG3566,MSMEG3566,Essential,NonEssential
MSMEG3567,MSMEG3567,NonEssential,NonEssential
MSMEG3569,MSMEG3569,NonEssential,NonEssential
MSMEG3570,MSMEG3570,NonEssential,NonEssential
MSMEG3571,MSMEG3571,NonEssential,NonEssential
MSMEG3572,MSMEG3572,NonEssential,NonEssential
MSMEG3573,MSMEG3573,NonEssential,NonEssential
MSMEG3574,MSMEG3574,NonEssential,NonEssential
MSMEG3575,MSMEG3575,NonEssential,NonEssential
MSMEG3576,MSMEG3576,NonEssential,NonEssential
MSMEG3577,MSMEG3577,NonEssential,NonEssential
MSMEG3578,MSMEG3578,NonEssential,NonEssential
MSMEG3579,MSMEG3579,NonEssential,NonEssential
MSMEG3580,MSMEG3580,NonEssential,NonEssential
MSMEG3581,MSMEG3581,NonEssential,NonEssential
MSMEG3582,lon,NonEssential,NonEssential
MSMEG3583,MSMEG3583,NonEssential,NonEssential
MSMEG3584,MSMEG3584,NonEssential,NonEssential
MSMEG3585,MSMEG3585,NonEssential,NonEssential
MSMEG3586,MSMEG3586,NonEssential,NonEssential
MSMEG3587,MSMEG3587,NonEssential,NonEssential
MSMEG3588,MSMEG3588,NonEssential,NonEssential
MSMEG3589,MSMEG3589,NonEssential,NonEssential
MSMEG3590,MSMEG3590,NonEssential,NonEssential
MSMEG3591,MSMEG3591,NonEssential,NonEssential
MSMEG3592,MSMEG3592,NonEssential,NonEssential
MSMEG3593,MSMEG3593,NonEssential,NonEssential
MSMEG3594,MSMEG3594,NonEssential,NonEssential
MSMEG3595,MSMEG3595,NonEssential,NonEssential
MSMEG3596,MSMEG3596,NonEssential,NonEssential
MSMEG3598,MSMEG3598,NonEssential,NonEssential
MSMEG3599,MSMEG3599,NonEssential,NonEssential
MSMEG3600,MSMEG3600,NonEssential,NonEssential
MSMEG3601,MSMEG3601,NonEssential,NonEssential
MSMEG3602,MSMEG3602,NonEssential,NonEssential
MSMEG3603,MSMEG3603,NonEssential,NonEssential
MSMEG3604,MSMEG3604,NonEssential,NonEssential
MSMEG3605,MSMEG3605,NonEssential,NonEssential
MSMEG3606,MSMEG3606,NonEssential,NonEssential
MSMEG3607,MSMEG3607,NonEssential,NonEssential
MSMEG3608,MSMEG3608,NonEssential,NonEssential
MSMEG3609,MSMEG3609,NonEssential,NonEssential
MSMEG3610,MSMEG3610,NonEssential,NonEssential
MSMEG3611,xfp,NonEssential,NonEssential
MSMEG3612,MSMEG3612,NonEssential,NonEssential
MSMEG3613,MSMEG3613,NonEssential,NonEssential
MSMEG3614,MSMEG3614,NonEssential,NonEssential
MSMEG3615,MSMEG3615,NonEssential,NonEssential
MSMEG3616,MSMEG3616,NonEssential,NonEssential
MSMEG3617,MSMEG3617,NonEssential,NonEssential
MSMEG3618,MSMEG3618,NonEssential,NonEssential
MSMEG3619,MSMEG3619,NonEssential,NonEssential
MSMEG3620,MSMEG3620,NonEssential,NonEssential
MSMEG3621,ndh,Essential,Essential
MSMEG3622,MSMEG3622,NonEssential,NonEssential
MSMEG3623,ureG,NonEssential,NonEssential
MSMEG3624,MSMEG3624,NonEssential,NonEssential
MSMEG3625,ureC,NonEssential,NonEssential
MSMEG3626,ureB,NonEssential,NonEssential
MSMEG3627,ureA,NonEssential,NonEssential
MSMEG3628,MSMEG3628,NonEssential,NonEssential
MSMEG3629,MSMEG3629,NonEssential,NonEssential
MSMEG3630,MSMEG3630,NonEssential,NonEssential
MSMEG3631,MSMEG3631,NonEssential,NonEssential
MSMEG3632,gnd,NonEssential,NonEssential
MSMEG3633,MSMEG3633,NonEssential,NonEssential
MSMEG3634,MSMEG3634,NonEssential,NonEssential
MSMEG3635,MSMEG3635,NonEssential,NonEssential
MSMEG3636,MSMEG3636,NonEssential,NonEssential
MSMEG3637,MSMEG3637,NonEssential,NonEssential
MSMEG3638,MSMEG3638,NonEssential,NonEssential
MSMEG3639,MSMEG3639,NonEssential,NonEssential
MSMEG3640,glcB,NonEssential,NonEssential
MSMEG3641,MSMEG3641,NonEssential,NonEssential
MSMEG3642,gcvP,NonEssential,NonEssential
MSMEG3643,MSMEG3643,NonEssential,NonEssential
MSMEG3644,MSMEG3644,NonEssential,NonEssential
MSMEG3645,MSMEG3645,NonEssential,NonEssential
MSMEG3646,MSMEG3646,NonEssential,Essential
MSMEG3647,MSMEG3647,NonEssential,Essential
MSMEG3648,gcvH,NonEssential,NonEssential
MSMEG3649,MSMEG3649,NonEssential,NonEssential
MSMEG3650,MSMEG3650,NonEssential,NonEssential
MSMEG3651,MSMEG3651,NonEssential,NonEssential
MSMEG3652,MSMEG3652,Essential,Essential
MSMEG3653,MSMEG3653,Essential,NonEssential
MSMEG3654,azi,NonEssential,NonEssential
MSMEG3655,MSMEG3655,NonEssential,NonEssential
MSMEG3656,MSMEG3656,NonEssential,NonEssential
MSMEG3657,MSMEG3657,NonEssential,NonEssential
MSMEG3658,MSMEG3658,NonEssential,NonEssential
MSMEG3659,MSMEG3659,NonEssential,NonEssential
